.HEADER
..NAMES
Time,V U1.W25
2.54209e-008,0.3163
2.54595e-008,0.3266
2.54981e-008,0.3588
2.55367e-008,0.4322
2.55752e-008,0.5525
2.56138e-008,0.7064
2.56524e-008,0.8495
2.56909e-008,0.9504
2.57295e-008,1.0163
2.57681e-008,1.0598
2.58067e-008,1.0913
2.58452e-008,1.1200
2.58838e-008,1.1475
2.59224e-008,1.1665
2.59610e-008,1.1771
2.59995e-008,1.1809
2.60381e-008,1.1797
2.60767e-008,1.1728
2.61153e-008,1.1627
2.61539e-008,1.1518
2.61924e-008,1.1438
2.62310e-008,1.1433
2.62696e-008,1.1496
2.63082e-008,1.1585
2.63467e-008,1.1686
2.63853e-008,1.1816
2.64239e-008,1.1881
2.64625e-008,1.1714
2.65010e-008,1.1043
2.65396e-008,0.9765
2.65782e-008,0.8254
2.66167e-008,0.6808
2.66553e-008,0.5534
2.66939e-008,0.4579
2.67325e-008,0.3979
2.67710e-008,0.3616
2.68096e-008,0.3384
2.68482e-008,0.3230
2.68868e-008,0.3113
2.69254e-008,0.3018
2.69639e-008,0.2961
2.70025e-008,0.2979
2.70411e-008,0.3070
2.70797e-008,0.3226
2.71182e-008,0.3407
2.71568e-008,0.3540
2.71954e-008,0.3585
2.72340e-008,0.3567
2.72725e-008,0.3514
2.73111e-008,0.3420
2.73497e-008,0.3307
2.73882e-008,0.3224
2.74268e-008,0.3190
2.74654e-008,0.3175
2.75040e-008,0.3160
2.75425e-008,0.3160
2.75811e-008,0.3170
2.76197e-008,0.3174
2.76583e-008,0.3165
2.76968e-008,0.3152
2.77354e-008,0.3141
2.77740e-008,0.3168
2.78126e-008,0.3297
2.78512e-008,0.3682
2.78897e-008,0.4519
2.79283e-008,0.5812
2.79669e-008,0.7394
2.80055e-008,0.8743
2.80440e-008,0.9672
2.80826e-008,1.0271
2.81212e-008,1.0676
2.81598e-008,1.0977
2.81983e-008,1.1260
2.82369e-008,1.1516
2.82755e-008,1.1691
2.83140e-008,1.1784
2.83526e-008,1.1809
2.83912e-008,1.1786
2.84298e-008,1.1708
2.84683e-008,1.1605
2.85069e-008,1.1497
2.85455e-008,1.1428
2.85841e-008,1.1438
2.86226e-008,1.1512
2.86612e-008,1.1601
2.86998e-008,1.1711
2.87384e-008,1.1837
2.87770e-008,1.1871
2.88155e-008,1.1625
2.88541e-008,1.0818
2.88927e-008,0.9448
2.89313e-008,0.7943
2.89698e-008,0.6521
2.90084e-008,0.5303
2.90470e-008,0.4425
2.90855e-008,0.3885
2.91241e-008,0.3559
2.91627e-008,0.3346
2.92013e-008,0.3202
2.92398e-008,0.3090
2.92784e-008,0.3001
2.93170e-008,0.2958
2.93556e-008,0.2991
2.93941e-008,0.3097
2.94327e-008,0.3263
2.94713e-008,0.3440
2.95099e-008,0.3556
2.95485e-008,0.3584
2.95870e-008,0.3557
2.96256e-008,0.3497
2.96642e-008,0.3395
2.97028e-008,0.3285
2.97413e-008,0.3212
2.97799e-008,0.3186
2.98185e-008,0.3171
2.98570e-008,0.3158
2.98956e-008,0.3161
2.99342e-008,0.3171
2.99728e-008,0.3172
3.00113e-008,0.3161
3.00499e-008,0.3149
3.00885e-008,0.3139
3.01271e-008,0.3181
3.01657e-008,0.3350
3.02042e-008,0.3816
3.02428e-008,0.4753
3.02814e-008,0.6127
3.03199e-008,0.7713
3.03585e-008,0.8970
3.03971e-008,0.9821
3.04357e-008,1.0366
3.04743e-008,1.0743
3.05128e-008,1.1033
3.05514e-008,1.1318
3.05900e-008,1.1560
3.06285e-008,1.1716
3.06671e-008,1.1793
3.07057e-008,1.1808
3.07443e-008,1.1773
3.07829e-008,1.1688
3.08214e-008,1.1581
3.08600e-008,1.1476
3.08986e-008,1.1423
3.09372e-008,1.1449
3.09757e-008,1.1530
3.10143e-008,1.1616
3.10529e-008,1.1684
3.10914e-008,1.1747
3.11300e-008,1.1790
3.11686e-008,1.1805
3.12072e-008,1.1803
3.12458e-008,1.1808
3.12843e-008,1.1819
3.13229e-008,1.1824
3.13615e-008,1.1822
3.14000e-008,1.1826
3.14386e-008,1.1839
3.14772e-008,1.1850
3.15158e-008,1.1854
3.15544e-008,1.1854
3.15929e-008,1.1853
3.16315e-008,1.1850
3.16701e-008,1.1847
3.17087e-008,1.1844
3.17472e-008,1.1842
3.17858e-008,1.1844
3.18244e-008,1.1848
3.18629e-008,1.1847
3.19015e-008,1.1844
3.19401e-008,1.1846
3.19787e-008,1.1867
3.20173e-008,1.1919
3.20558e-008,1.1919
3.20944e-008,1.1697
3.21330e-008,1.0970
3.21715e-008,0.9658
3.22101e-008,0.8142
3.22487e-008,0.6697
3.22873e-008,0.5451
3.23259e-008,0.4532
3.23644e-008,0.3944
3.24030e-008,0.3585
3.24416e-008,0.3357
3.24801e-008,0.3207
3.25187e-008,0.3095
3.25573e-008,0.3006
3.25959e-008,0.2959
3.26344e-008,0.2985
3.26730e-008,0.3083
3.27116e-008,0.3243
3.27502e-008,0.3417
3.27888e-008,0.3542
3.28273e-008,0.3582
3.28659e-008,0.3562
3.29045e-008,0.3502
3.29430e-008,0.3404
3.29816e-008,0.3294
3.30202e-008,0.3217
3.30588e-008,0.3186
3.30974e-008,0.3170
3.31359e-008,0.3157
3.31745e-008,0.3159
3.32131e-008,0.3167
3.32516e-008,0.3169
3.32902e-008,0.3160
3.33288e-008,0.3148
3.33674e-008,0.3138
3.34060e-008,0.3171
3.34445e-008,0.3318
3.34831e-008,0.3741
3.35217e-008,0.4628
3.35603e-008,0.5960
3.35988e-008,0.7548
3.36374e-008,0.8852
3.36760e-008,0.9742
3.37145e-008,1.0315
3.37531e-008,1.0706
3.37917e-008,1.1001
3.38303e-008,1.1287
3.38689e-008,1.1893
3.39074e-008,1.2178
3.39460e-008,1.2177
3.39846e-008,1.1809
3.40231e-008,1.0820
3.40617e-008,0.9172
3.41003e-008,0.7478
3.41389e-008,0.5915
3.41775e-008,0.4657
3.42160e-008,0.3860
3.42546e-008,0.3467
3.42932e-008,0.3281
3.43318e-008,0.3145
3.43703e-008,0.3068
3.44089e-008,0.2987
3.44475e-008,0.2900
3.44860e-008,0.2870
3.45246e-008,0.2957
3.45632e-008,0.3117
3.46018e-008,0.3286
3.46404e-008,0.3457
3.46789e-008,0.3578
3.47175e-008,0.3609
3.47561e-008,0.3560
3.47946e-008,0.3479
3.48332e-008,0.3376
3.48718e-008,0.3268
3.49104e-008,0.3196
3.49490e-008,0.3170
3.49875e-008,0.3163
3.50261e-008,0.3156
3.50647e-008,0.3165
3.51032e-008,0.3174
3.51418e-008,0.3172
3.51804e-008,0.3157
3.52190e-008,0.3146
3.52575e-008,0.3140
3.52961e-008,0.3130
3.53347e-008,0.3124
3.53733e-008,0.3127
3.54119e-008,0.3133
3.54504e-008,0.3138
3.54890e-008,0.3143
3.55276e-008,0.3147
3.55661e-008,0.3146
3.56047e-008,0.3143
3.56433e-008,0.3143
3.56819e-008,0.3142
3.57205e-008,0.3139
3.57590e-008,0.3197
3.57976e-008,0.3394
3.58362e-008,0.3907
3.58747e-008,0.4893
3.59133e-008,0.6296
3.59519e-008,0.7864
3.59905e-008,0.9072
3.60290e-008,0.9884
3.60676e-008,1.0407
3.61062e-008,1.0772
3.61448e-008,1.1061
3.61834e-008,1.1348
3.62219e-008,1.1584
3.62605e-008,1.1730
3.62991e-008,1.1797
3.63376e-008,1.1808
3.63762e-008,1.1768
3.64148e-008,1.1677
3.64534e-008,1.1568
3.64920e-008,1.1467
3.65305e-008,1.1424
3.65691e-008,1.1457
3.66077e-008,1.1541
3.66462e-008,1.1625
3.66848e-008,1.1753
3.67234e-008,1.1865
3.67620e-008,1.1836
3.68006e-008,1.1444
3.68391e-008,1.0438
3.68777e-008,0.8973
3.69163e-008,0.7489
3.69549e-008,0.6110
3.69934e-008,0.4989
3.70320e-008,0.4228
3.70706e-008,0.3768
3.71091e-008,0.3481
3.71477e-008,0.3297
3.71863e-008,0.3165
3.72249e-008,0.3060
3.72635e-008,0.2980
3.73020e-008,0.2960
3.73406e-008,0.3017
3.73792e-008,0.3144
3.74177e-008,0.3321
3.74563e-008,0.3485
3.74949e-008,0.3573
3.75335e-008,0.3580
3.75721e-008,0.3543
3.76106e-008,0.3480
3.76492e-008,0.3460
3.76878e-008,0.3655
3.77263e-008,0.4288
3.77649e-008,0.5426
3.78035e-008,0.6924
3.78421e-008,0.8380
3.78806e-008,0.9435
3.79192e-008,1.0141
3.79578e-008,1.0593
3.79964e-008,1.0903
3.80350e-008,1.1176
3.80735e-008,1.1445
3.81121e-008,1.1635
3.81507e-008,1.1746
3.81892e-008,1.1792
3.82278e-008,1.1790
3.82664e-008,1.1734
3.83050e-008,1.1640
3.83436e-008,1.1531
3.83821e-008,1.1443
3.84207e-008,1.1429
3.84593e-008,1.1488
3.84978e-008,1.1574
3.85364e-008,1.1646
3.85750e-008,1.1712
3.86136e-008,1.1771
3.86521e-008,1.1800
3.86907e-008,1.1802
3.87293e-008,1.1803
3.87679e-008,1.1816
3.88065e-008,1.1821
3.88450e-008,1.1821
3.88836e-008,1.1821
3.89222e-008,1.1831
3.89607e-008,1.1844
3.89993e-008,1.1851
3.90379e-008,1.1853
3.90765e-008,1.1853
3.91151e-008,1.1851
3.91536e-008,1.1848
3.91922e-008,1.1844
3.92308e-008,1.1841
3.92693e-008,1.1842
3.93079e-008,1.1846
3.93465e-008,1.1847
3.93851e-008,1.1844
3.94237e-008,1.1843
3.94622e-008,1.1847
3.95008e-008,1.1889
3.95394e-008,1.1933
3.95780e-008,1.1856
3.96165e-008,1.1435
3.96551e-008,1.0412
3.96937e-008,0.8941
3.97322e-008,0.7449
3.97708e-008,0.6075
3.98094e-008,0.4973
3.98480e-008,0.4220
3.98866e-008,0.3754
3.99251e-008,0.3462
3.99637e-008,0.3280
4.00023e-008,0.3150
4.00408e-008,0.3049
4.00794e-008,0.2975
4.01180e-008,0.2962
4.01566e-008,0.3022
4.01952e-008,0.3151
4.02337e-008,0.3326
4.02723e-008,0.3485
4.03109e-008,0.3570
4.03494e-008,0.3577
4.03880e-008,0.3538
4.04266e-008,0.3460
4.04652e-008,0.3350
4.05037e-008,0.3251
4.05423e-008,0.3198
4.05809e-008,0.3177
4.06195e-008,0.3162
4.06581e-008,0.3155
4.06966e-008,0.3163
4.07352e-008,0.3169
4.07738e-008,0.3165
4.08123e-008,0.3154
4.08509e-008,0.3143
4.08895e-008,0.3134
4.09281e-008,0.3128
4.09667e-008,0.3124
4.10052e-008,0.3125
4.10438e-008,0.3129
4.10824e-008,0.3137
4.11209e-008,0.3143
4.11595e-008,0.3142
4.11981e-008,0.3140
4.12367e-008,0.3141
4.12752e-008,0.3142
4.13138e-008,0.3139
4.13524e-008,0.3141
4.13910e-008,0.3206
4.14296e-008,0.3426
