.HEADER
..NAMES
Time,V U3.D3
.DATA
2.50352e-008,1.0198
2.50737e-008,0.9108
2.51123e-008,0.7986
2.51509e-008,0.6851
2.51895e-008,0.5837
2.52281e-008,0.5033
2.52666e-008,0.4456
2.53052e-008,0.4027
2.53438e-008,0.3701
2.53824e-008,0.3687
2.54209e-008,0.3914
2.54595e-008,0.4478
2.54981e-008,0.5398
2.55367e-008,0.6599
2.55752e-008,0.7697
2.56138e-008,0.8636
2.56524e-008,0.9442
2.56909e-008,1.0090
2.57295e-008,1.0558
2.57681e-008,1.0907
2.58067e-008,1.1346
2.58452e-008,1.1535
2.58838e-008,1.1579
2.59224e-008,1.1350
2.59610e-008,1.0660
2.59995e-008,0.9610
2.60381e-008,0.8440
2.60767e-008,0.7232
2.61153e-008,0.6127
2.61539e-008,0.5234
2.61924e-008,0.4579
2.62310e-008,0.4114
2.62696e-008,0.3756
2.63082e-008,0.3650
2.63467e-008,0.3778
2.63853e-008,0.4233
2.64239e-008,0.5042
2.64625e-008,0.6172
2.65010e-008,0.7321
2.65396e-008,0.8312
2.65782e-008,0.9183
2.66167e-008,0.9897
2.66553e-008,1.0430
2.66939e-008,1.0797
2.67325e-008,1.1223
2.67710e-008,1.1508
2.68096e-008,1.1579
2.68482e-008,1.1467
2.68868e-008,1.0931
2.69254e-008,0.9965
2.69639e-008,0.8816
2.70025e-008,0.7614
2.70411e-008,0.6463
2.70797e-008,0.5493
2.71182e-008,0.4764
2.71568e-008,0.4245
2.71954e-008,0.3850
2.72340e-008,0.3653
2.72725e-008,0.3708
2.73111e-008,0.4048
2.73497e-008,0.4749
2.73882e-008,0.5792
2.74268e-008,0.6978
2.74654e-008,0.8010
2.75040e-008,0.8924
2.75425e-008,0.9689
2.75811e-008,1.0281
2.76197e-008,1.0689
2.76583e-008,1.0957
2.76968e-008,1.1143
2.77354e-008,1.1290
2.77740e-008,1.1413
2.78126e-008,1.1524
2.78512e-008,1.1625
2.78897e-008,1.1699
2.79283e-008,1.1713
2.79669e-008,1.1708
2.80055e-008,1.1712
2.80440e-008,1.1717
2.80826e-008,1.1714
2.81212e-008,1.1727
2.81598e-008,1.1787
2.81983e-008,1.1800
2.82369e-008,1.1668
2.82755e-008,1.1201
2.83140e-008,1.0311
2.83526e-008,0.9225
2.83912e-008,0.8108
2.84298e-008,0.6969
2.84683e-008,0.5937
2.85069e-008,0.5107
2.85455e-008,0.4508
2.85841e-008,0.4095
2.86226e-008,0.3824
2.86612e-008,0.3643
2.86998e-008,0.3514
2.87384e-008,0.3402
2.87770e-008,0.3285
2.88155e-008,0.3205
2.88541e-008,0.3179
2.88927e-008,0.3171
2.89313e-008,0.3171
2.89698e-008,0.3189
2.90084e-008,0.3219
2.90470e-008,0.3240
2.90855e-008,0.3248
2.91241e-008,0.3246
2.91627e-008,0.3239
2.92013e-008,0.3229
2.92398e-008,0.3218
2.92784e-008,0.3213
2.93170e-008,0.3218
2.93556e-008,0.3220
2.93941e-008,0.3216
2.94327e-008,0.3215
2.94713e-008,0.3215
2.95099e-008,0.3214
2.95485e-008,0.3235
2.95870e-008,0.3334
2.96256e-008,0.3619
2.96642e-008,0.4224
2.97028e-008,0.5165
2.97413e-008,0.6335
2.97799e-008,0.7447
2.98185e-008,0.8367
2.98570e-008,0.9176
2.98956e-008,0.9845
2.99342e-008,1.0349
2.99728e-008,1.0703
3.00113e-008,1.1134
3.00499e-008,1.1468
3.00885e-008,1.1550
3.01271e-008,1.1483
3.01657e-008,1.1001
3.02042e-008,1.0052
3.02428e-008,0.8890
3.02814e-008,0.7695
3.03199e-008,0.6549
3.03585e-008,0.5569
3.03971e-008,0.4823
3.04357e-008,0.4292
3.04743e-008,0.3958
3.05128e-008,0.3748
3.05514e-008,0.3574
3.05900e-008,0.3462
3.06285e-008,0.3364
3.06671e-008,0.3253
3.07057e-008,0.3172
3.07443e-008,0.3153
3.07829e-008,0.3158
3.08214e-008,0.3172
3.08600e-008,0.3201
3.08986e-008,0.3229
3.09372e-008,0.3247
3.09757e-008,0.3253
3.10143e-008,0.3243
3.10529e-008,0.3233
3.10914e-008,0.3226
3.11300e-008,0.3216
3.11686e-008,0.3211
3.12072e-008,0.3216
3.12458e-008,0.3220
3.12843e-008,0.3217
3.13229e-008,0.3216
3.13615e-008,0.3215
3.14000e-008,0.3216
3.14386e-008,0.3258
3.14772e-008,0.3408
3.15158e-008,0.3798
3.15544e-008,0.4536
3.15929e-008,0.5579
3.16315e-008,0.6770
3.16701e-008,0.7799
3.17087e-008,0.8680
3.17472e-008,0.9440
3.17858e-008,1.0051
3.18244e-008,1.0491
3.18629e-008,1.0797
3.19015e-008,1.1024
3.19401e-008,1.1192
3.19787e-008,1.1337
3.20173e-008,1.1473
3.20558e-008,1.1588
3.20944e-008,1.1669
3.21330e-008,1.1690
3.21715e-008,1.1686
3.22101e-008,1.1694
3.22487e-008,1.1707
3.22873e-008,1.1711
3.23259e-008,1.1711
3.23644e-008,1.1720
3.24030e-008,1.1731
3.24416e-008,1.1742
