.HEADER
..NAMES
Time,V U3.E7
.DATA
3.69163e-008,0.9692
3.69549e-008,1.0235
3.69934e-008,1.0672
3.70320e-008,1.1118
3.70706e-008,1.1492
3.71091e-008,1.1662
3.71477e-008,1.1541
3.71863e-008,1.0970
3.72249e-008,0.9971
3.72635e-008,0.8788
3.73020e-008,0.7612
3.73406e-008,0.6535
3.73792e-008,0.5626
3.74177e-008,0.4890
3.74563e-008,0.4333
3.74949e-008,0.3915
3.75335e-008,0.3640
3.75721e-008,0.3596
3.76106e-008,0.3901
3.76492e-008,0.4629
3.76878e-008,0.5746
3.77263e-008,0.7001
3.77649e-008,0.8106
3.78035e-008,0.8978
3.78421e-008,0.9666
3.78806e-008,1.0217
3.79192e-008,1.0655
3.79578e-008,1.1069
3.79964e-008,1.1440
3.80350e-008,1.1681
3.80735e-008,1.1663
3.81121e-008,1.1248
3.81507e-008,1.0359
3.81892e-008,0.9180
3.82278e-008,0.7968
3.82664e-008,0.6841
3.83050e-008,0.5873
3.83436e-008,0.5087
3.83821e-008,0.4482
3.84207e-008,0.4066
3.84593e-008,0.3777
3.84978e-008,0.3549
3.85364e-008,0.3385
3.85750e-008,0.3274
3.86136e-008,0.3199
3.86521e-008,0.3171
3.86907e-008,0.3182
3.87293e-008,0.3213
3.87679e-008,0.3245
3.88065e-008,0.3260
3.88450e-008,0.3261
3.88836e-008,0.3262
3.89222e-008,0.3260
3.89607e-008,0.3251
3.89993e-008,0.3243
3.90379e-008,0.3239
3.90765e-008,0.3237
3.91151e-008,0.3235
3.91536e-008,0.3232
3.91922e-008,0.3226
3.92308e-008,0.3220
3.92693e-008,0.3214
3.93079e-008,0.3209
3.93465e-008,0.3211
3.93851e-008,0.3239
3.94237e-008,0.3345
3.94622e-008,0.3631
3.95008e-008,0.4217
3.95394e-008,0.5135
3.95780e-008,0.6274
3.96165e-008,0.7386
3.96551e-008,0.8313
3.96937e-008,0.9075
3.97322e-008,0.9723
3.97708e-008,1.0259
3.98094e-008,1.0673
3.98480e-008,1.0971
3.98866e-008,1.1191
3.99251e-008,1.1364
3.99637e-008,1.1491
4.00023e-008,1.1575
4.00408e-008,1.1628
4.00794e-008,1.1652
4.01180e-008,1.1653
4.01566e-008,1.1655
4.01952e-008,1.1670
4.02337e-008,1.1694
4.02723e-008,1.1713
4.03109e-008,1.1721
4.03494e-008,1.1727
4.03880e-008,1.1736
4.04266e-008,1.1745
4.04652e-008,1.1751
4.05037e-008,1.1755
4.05423e-008,1.1760
4.05809e-008,1.1765
4.06195e-008,1.1771
4.06581e-008,1.1776
4.06966e-008,1.1779
4.07352e-008,1.1780
4.07738e-008,1.1779
4.08123e-008,1.1778
4.08509e-008,1.1779
4.08895e-008,1.1780
4.09281e-008,1.1780
4.09667e-008,1.1780
4.10052e-008,1.1780
4.10438e-008,1.1781
4.10824e-008,1.1781
