.HEADER
..NAMES
Time,V U2.J3
1.07458e-008,0.3314
1.07824e-008,0.3307
1.08191e-008,0.3302
1.08558e-008,0.3302
1.08925e-008,0.3304
1.09292e-008,0.3309
1.09658e-008,0.3313
1.10025e-008,0.3316
1.10392e-008,0.3315
1.10758e-008,0.3313
1.11125e-008,0.3311
1.11492e-008,0.3315
1.11859e-008,0.3333
1.12226e-008,0.3387
1.12592e-008,0.3510
1.12959e-008,0.3747
1.13326e-008,0.4140
1.13693e-008,0.4714
1.14059e-008,0.5459
1.14426e-008,0.6326
1.14793e-008,0.7238
1.15159e-008,0.8101
1.15526e-008,0.8837
1.15893e-008,0.9394
1.16260e-008,0.9765
1.16627e-008,0.9979
1.16993e-008,1.0091
1.17360e-008,1.0161
1.17727e-008,1.0231
1.18093e-008,1.0323
1.18460e-008,1.0434
1.18827e-008,1.0545
1.19194e-008,1.0635
1.19561e-008,1.0691
1.19927e-008,1.0712
1.20294e-008,1.0709
1.20661e-008,1.0702
1.21027e-008,1.0709
1.21394e-008,1.0737
1.21761e-008,1.0786
1.22128e-008,1.0843
1.22495e-008,1.0894
1.22861e-008,1.0925
1.23228e-008,1.0930
1.23595e-008,1.0915
1.23961e-008,1.0892
1.24328e-008,1.0876
1.24695e-008,1.0877
1.25062e-008,1.0896
1.25429e-008,1.0928
1.25795e-008,1.0963
1.26162e-008,1.0990
1.26529e-008,1.1003
1.26895e-008,1.1002
1.27262e-008,1.0993
1.27629e-008,1.0984
1.27996e-008,1.0981
1.28363e-008,1.0988
1.28729e-008,1.1002
1.29096e-008,1.1017
1.29463e-008,1.1028
1.29829e-008,1.1032
1.30196e-008,1.1029
1.30563e-008,1.1021
1.30930e-008,1.1006
1.31297e-008,1.0970
1.31663e-008,1.0881
1.32030e-008,1.0688
1.32397e-008,1.0337
1.32763e-008,0.9789
1.33130e-008,0.9037
1.33497e-008,0.8123
1.33864e-008,0.7130
1.34231e-008,0.6162
1.34597e-008,0.5322
1.34964e-008,0.4682
1.35331e-008,0.4266
1.35697e-008,0.4049
1.36064e-008,0.3968
1.36431e-008,0.3951
1.36798e-008,0.3934
1.37165e-008,0.3882
1.37531e-008,0.3790
1.37898e-008,0.3680
1.38265e-008,0.3579
1.38631e-008,0.3510
1.38998e-008,0.3483
1.39365e-008,0.3489
1.39732e-008,0.3505
1.40099e-008,0.3512
1.40465e-008,0.3494
1.40832e-008,0.3449
1.41199e-008,0.3388
1.41565e-008,0.3330
1.41932e-008,0.3292
1.42299e-008,0.3284
1.42666e-008,0.3301
1.43033e-008,0.3331
1.43399e-008,0.3356
1.43766e-008,0.3364
1.44133e-008,0.3349
1.44499e-008,0.3315
1.44866e-008,0.3274
1.45233e-008,0.3240
1.45600e-008,0.3221
1.45967e-008,0.3219
1.46333e-008,0.3230
1.46700e-008,0.3243
1.47067e-008,0.3250
1.47433e-008,0.3246
1.47800e-008,0.3233
1.48167e-008,0.3216
1.48534e-008,0.3203
1.48901e-008,0.3203
1.49267e-008,0.3227
1.49634e-008,0.3293
1.50001e-008,0.3434
1.50368e-008,0.3691
1.50734e-008,0.4106
1.51101e-008,0.4702
1.51468e-008,0.5469
1.51834e-008,0.6356
1.52201e-008,0.7283
1.52568e-008,0.8154
1.52935e-008,0.8886
1.53301e-008,0.9431
1.53668e-008,0.9781
1.54035e-008,0.9973
1.54402e-008,1.0067
1.54769e-008,1.0125
1.55135e-008,1.0195
1.55502e-008,1.0295
1.55869e-008,1.0418
1.56236e-008,1.0541
1.56602e-008,1.0639
1.56969e-008,1.0697
1.57336e-008,1.0715
1.57703e-008,1.0707
1.58069e-008,1.0698
1.58436e-008,1.0709
1.58803e-008,1.0748
1.59169e-008,1.0806
1.59536e-008,1.0843
1.59903e-008,1.0797
1.60270e-008,1.0597
1.60636e-008,1.0182
1.61003e-008,0.9531
1.61370e-008,0.8670
1.61737e-008,0.7677
1.62104e-008,0.6662
1.62470e-008,0.5737
1.62837e-008,0.4993
1.63204e-008,0.4475
1.63571e-008,0.4176
1.63937e-008,0.4044
1.64304e-008,0.4009
1.64671e-008,0.4002
1.65037e-008,0.3975
1.65404e-008,0.3912
1.65771e-008,0.3822
1.66138e-008,0.3727
1.66504e-008,0.3652
1.66871e-008,0.3610
1.67238e-008,0.3598
1.67605e-008,0.3604
1.67972e-008,0.3611
1.68338e-008,0.3615
1.68705e-008,0.3636
1.69072e-008,0.3727
1.69439e-008,0.3957
1.69805e-008,0.4389
1.70172e-008,0.5051
1.70539e-008,0.5913
1.70905e-008,0.6893
1.71272e-008,0.7872
1.71639e-008,0.8734
1.72006e-008,0.9391
1.72372e-008,0.9812
1.72739e-008,1.0022
1.73106e-008,1.0090
1.73473e-008,1.0099
1.73840e-008,1.0118
1.74206e-008,1.0183
1.74573e-008,1.0293
1.74940e-008,1.0421
1.75307e-008,1.0531
1.75673e-008,1.0598
1.76040e-008,1.0617
1.76407e-008,1.0599
1.76773e-008,1.0571
1.77140e-008,1.0562
1.77507e-008,1.0590
1.77874e-008,1.0655
1.78240e-008,1.0727
1.78607e-008,1.0746
1.78974e-008,1.0639
1.79341e-008,1.0332
1.79708e-008,0.9785
1.80074e-008,0.9003
1.80441e-008,0.8049
1.80808e-008,0.7025
1.81175e-008,0.6048
1.81541e-008,0.5223
1.81908e-008,0.4615
1.82275e-008,0.4237
1.82641e-008,0.4053
1.83008e-008,0.3993
1.83375e-008,0.3986
1.83742e-008,0.3975
1.84108e-008,0.3929
1.84475e-008,0.3850
1.84842e-008,0.3756
1.85209e-008,0.3672
1.85576e-008,0.3615
1.85942e-008,0.3593
1.86309e-008,0.3595
1.86676e-008,0.3607
1.87043e-008,0.3618
1.87409e-008,0.3642
1.87776e-008,0.3721
1.88143e-008,0.3920
1.88509e-008,0.4306
1.88876e-008,0.4917
1.89243e-008,0.5739
1.89610e-008,0.6701
1.89976e-008,0.7692
1.90343e-008,0.8589
1.90710e-008,0.9297
1.91077e-008,0.9768
1.91444e-008,1.0016
1.91810e-008,1.0102
1.92177e-008,1.0111
1.92544e-008,1.0118
1.92911e-008,1.0168
1.93277e-008,1.0269
1.93644e-008,1.0397
1.94011e-008,1.0516
1.94377e-008,1.0596
1.94744e-008,1.0625
1.95111e-008,1.0612
1.95478e-008,1.0581
1.95844e-008,1.0560
1.96211e-008,1.0571
1.96578e-008,1.0621
1.96945e-008,1.0701
1.97312e-008,1.0791
1.97678e-008,1.0867
1.98045e-008,1.0913
1.98412e-008,1.0926
1.98779e-008,1.0914
1.99145e-008,1.0894
1.99512e-008,1.0884
1.99879e-008,1.0893
2.00245e-008,1.0920
2.00612e-008,1.0956
2.00979e-008,1.0988
2.01346e-008,1.1005
2.01712e-008,1.1006
2.02079e-008,1.0993
2.02446e-008,1.0978
2.02813e-008,1.0970
2.03179e-008,1.0974
2.03546e-008,1.0990
2.03913e-008,1.1010
2.04280e-008,1.1027
2.04647e-008,1.1035
2.05013e-008,1.1034
2.05380e-008,1.1026
2.05747e-008,1.1015
2.06114e-008,1.0994
2.06480e-008,1.0944
2.06847e-008,1.0822
2.07214e-008,1.0573
2.07580e-008,1.0147
2.07947e-008,0.9515
2.08314e-008,0.8690
2.08681e-008,0.7732
2.09047e-008,0.6737
2.09414e-008,0.5810
2.09781e-008,0.5046
2.10148e-008,0.4497
2.10515e-008,0.4167
2.10881e-008,0.4013
2.11248e-008,0.3964
2.11615e-008,0.3950
2.11982e-008,0.3919
2.12348e-008,0.3849
2.12715e-008,0.3746
2.13082e-008,0.3637
2.13448e-008,0.3549
2.13815e-008,0.3499
2.14182e-008,0.3487
2.14549e-008,0.3501
2.14915e-008,0.3525
2.15282e-008,0.3558
2.15649e-008,0.3623
2.16016e-008,0.3776
2.16383e-008,0.4083
2.16749e-008,0.4599
2.17116e-008,0.5334
2.17483e-008,0.6246
2.17850e-008,0.7240
2.18216e-008,0.8194
2.18583e-008,0.8996
2.18950e-008,0.9575
2.19316e-008,0.9917
2.19683e-008,1.0063
2.20050e-008,1.0093
2.20417e-008,1.0091
2.20783e-008,1.0119
2.21150e-008,1.0201
2.21517e-008,1.0326
2.21884e-008,1.0458
2.22251e-008,1.0561
2.22617e-008,1.0614
2.22984e-008,1.0616
2.23351e-008,1.0588
2.23718e-008,1.0560
2.24084e-008,1.0560
2.24451e-008,1.0602
2.24818e-008,1.0678
2.25184e-008,1.0750
2.25551e-008,1.0756
2.25918e-008,1.0620
2.26285e-008,1.0277
2.26651e-008,0.9694
2.27018e-008,0.8887
2.27385e-008,0.7923
2.27752e-008,0.6906
2.28119e-008,0.5951
2.28485e-008,0.5154
2.28852e-008,0.4575
2.29219e-008,0.4219
2.29586e-008,0.4046
2.29952e-008,0.3991
2.30319e-008,0.3983
2.30686e-008,0.3968
2.31052e-008,0.3921
2.31419e-008,0.3843
2.31786e-008,0.3752
2.32153e-008,0.3671
2.32519e-008,0.3617
2.32886e-008,0.3595
2.33253e-008,0.3594
2.33620e-008,0.3597
2.33987e-008,0.3585
2.34353e-008,0.3547
2.34720e-008,0.3483
2.35087e-008,0.3405
2.35454e-008,0.3333
2.35820e-008,0.3283
2.36187e-008,0.3264
2.36554e-008,0.3275
2.36920e-008,0.3303
2.37287e-008,0.3331
2.37654e-008,0.3345
2.38021e-008,0.3339
2.38387e-008,0.3315
2.38754e-008,0.3282
2.39121e-008,0.3250
2.39488e-008,0.3230
2.39855e-008,0.3224
2.40221e-008,0.3229
2.40588e-008,0.3238
2.40955e-008,0.3244
2.41322e-008,0.3243
2.41688e-008,0.3234
2.42055e-008,0.3221
2.42422e-008,0.3209
2.42788e-008,0.3202
2.43155e-008,0.3204
2.43522e-008,0.3216
2.43889e-008,0.3234
2.44255e-008,0.3257
2.44622e-008,0.3281
2.44989e-008,0.3302
2.45356e-008,0.3318
2.45723e-008,0.3329
2.46089e-008,0.3335
2.46456e-008,0.3337
2.46823e-008,0.3336
2.47190e-008,0.3332
2.47556e-008,0.3326
2.47923e-008,0.3320
2.48290e-008,0.3313
2.48657e-008,0.3307
2.49023e-008,0.3304
2.49390e-008,0.3303
2.49757e-008,0.3305
2.50123e-008,0.3308
2.50490e-008,0.3311
2.50857e-008,0.3313
2.51224e-008,0.3314
2.51590e-008,0.3312
2.51957e-008,0.3313
2.52324e-008,0.3320
2.52691e-008,0.3347
2.53058e-008,0.3420
2.53424e-008,0.3577
2.53791e-008,0.3865
2.54158e-008,0.4320
2.54525e-008,0.4957
2.54891e-008,0.5753
2.55258e-008,0.6646
2.55625e-008,0.7550
2.55991e-008,0.8375
2.56358e-008,0.9051
2.56725e-008,0.9541
2.57092e-008,0.9852
2.57458e-008,1.0024
2.57825e-008,1.0117
2.58192e-008,1.0184
2.58559e-008,1.0261
2.58926e-008,1.0361
2.59292e-008,1.0474
2.59659e-008,1.0580
2.60026e-008,1.0658
2.60393e-008,1.0700
2.60759e-008,1.0711
2.61126e-008,1.0706
2.61493e-008,1.0702
2.61859e-008,1.0716
2.62226e-008,1.0753
2.62593e-008,1.0806
2.62960e-008,1.0863
2.63326e-008,1.0907
2.63693e-008,1.0928
2.64060e-008,1.0925
2.64427e-008,1.0906
2.64794e-008,1.0885
2.65160e-008,1.0874
2.65527e-008,1.0881
2.65894e-008,1.0906
2.66261e-008,1.0940
2.66627e-008,1.0973
2.66994e-008,1.0995
2.67361e-008,1.1003
2.67727e-008,1.0998
2.68094e-008,1.0988
2.68461e-008,1.0981
2.68828e-008,1.0983
2.69194e-008,1.0992
2.69561e-008,1.1007
2.69928e-008,1.1021
2.70295e-008,1.1030
2.70662e-008,1.1031
2.71028e-008,1.1026
2.71395e-008,1.1016
2.71762e-008,1.0997
2.72129e-008,1.0947
2.72495e-008,1.0826
2.72862e-008,1.0581
2.73229e-008,1.0161
2.73595e-008,0.9537
2.73962e-008,0.8718
2.74329e-008,0.7764
2.74696e-008,0.6767
2.75062e-008,0.5835
2.75429e-008,0.5062
2.75796e-008,0.4503
2.76163e-008,0.4166
2.76530e-008,0.4007
2.76896e-008,0.3958
2.77263e-008,0.3946
2.77630e-008,0.3919
2.77997e-008,0.3851
2.78363e-008,0.3750
2.78730e-008,0.3640
2.79097e-008,0.3549
2.79463e-008,0.3495
2.79830e-008,0.3482
2.80197e-008,0.3496
2.80564e-008,0.3522
2.80930e-008,0.3556
2.81297e-008,0.3622
2.81664e-008,0.3772
2.82031e-008,0.4073
2.82398e-008,0.4581
2.82764e-008,0.5309
2.83131e-008,0.6216
2.83498e-008,0.7209
2.83865e-008,0.8167
2.84231e-008,0.8976
2.84598e-008,0.9563
2.84965e-008,0.9911
2.85331e-008,1.0061
2.85698e-008,1.0092
2.86065e-008,1.0089
2.86432e-008,1.0115
2.86798e-008,1.0196
2.87165e-008,1.0320
2.87532e-008,1.0454
2.87899e-008,1.0559
2.88266e-008,1.0614
2.88632e-008,1.0617
2.88999e-008,1.0589
2.89366e-008,1.0560
2.89733e-008,1.0558
2.90099e-008,1.0599
2.90466e-008,1.0674
2.90833e-008,1.0748
2.91199e-008,1.0758
2.91566e-008,1.0628
2.91933e-008,1.0292
2.92300e-008,0.9716
2.92666e-008,0.8915
2.93033e-008,0.7954
2.93400e-008,0.6937
2.93767e-008,0.5978
2.94133e-008,0.5176
2.94500e-008,0.4590
2.94867e-008,0.4227
2.95234e-008,0.4050
2.95601e-008,0.3992
2.95967e-008,0.3983
2.96334e-008,0.3968
2.96701e-008,0.3922
2.97068e-008,0.3845
2.97434e-008,0.3755
2.97801e-008,0.3674
2.98168e-008,0.3619
2.98534e-008,0.3596
2.98901e-008,0.3595
2.99268e-008,0.3602
2.99635e-008,0.3612
3.00002e-008,0.3639
3.00368e-008,0.3727
3.00735e-008,0.3944
3.01102e-008,0.4352
3.01469e-008,0.4985
3.01835e-008,0.5824
3.02202e-008,0.6793
3.02569e-008,0.7780
3.02935e-008,0.8663
3.03302e-008,0.9351
3.03669e-008,0.9802
3.04036e-008,1.0032
3.04403e-008,1.0108
3.04769e-008,1.0113
3.05136e-008,1.0121
3.05503e-008,1.0174
3.05869e-008,1.0278
3.06236e-008,1.0406
3.06603e-008,1.0523
3.06970e-008,1.0600
3.07336e-008,1.0626
3.07703e-008,1.0611
3.08070e-008,1.0581
3.08437e-008,1.0565
3.08804e-008,1.0585
3.09170e-008,1.0643
3.09537e-008,1.0714
3.09904e-008,1.0740
3.10270e-008,1.0646
3.10637e-008,1.0357
3.11004e-008,0.9829
3.11371e-008,0.9063
3.11738e-008,0.8117
3.12104e-008,0.7092
3.12471e-008,0.6107
3.12838e-008,0.5269
3.13205e-008,0.4647
3.13571e-008,0.4256
3.13938e-008,0.4062
3.14305e-008,0.3997
3.14671e-008,0.3989
3.15038e-008,0.3977
3.15405e-008,0.3932
3.15772e-008,0.3854
3.16139e-008,0.3759
3.16505e-008,0.3674
3.16872e-008,0.3617
3.17239e-008,0.3594
3.17605e-008,0.3596
3.17972e-008,0.3604
3.18339e-008,0.3597
3.18706e-008,0.3564
3.19072e-008,0.3502
3.19439e-008,0.3423
3.19806e-008,0.3346
3.20173e-008,0.3290
3.20540e-008,0.3265
3.20906e-008,0.3272
3.21273e-008,0.3298
3.21640e-008,0.3327
3.22006e-008,0.3343
3.22373e-008,0.3339
3.22740e-008,0.3317
3.23107e-008,0.3284
3.23474e-008,0.3253
3.23840e-008,0.3232
3.24207e-008,0.3225
3.24574e-008,0.3230
3.24941e-008,0.3239
3.25307e-008,0.3245
3.25674e-008,0.3243
3.26041e-008,0.3234
3.26407e-008,0.3221
3.26774e-008,0.3209
3.27141e-008,0.3202
3.27508e-008,0.3204
3.27875e-008,0.3214
3.28241e-008,0.3232
3.28608e-008,0.3254
3.28975e-008,0.3276
3.29341e-008,0.3297
3.29708e-008,0.3314
3.30075e-008,0.3326
3.30442e-008,0.3334
3.30808e-008,0.3337
3.31175e-008,0.3337
3.31542e-008,0.3334
3.31909e-008,0.3328
3.32276e-008,0.3321
3.32642e-008,0.3313
3.33009e-008,0.3307
3.33376e-008,0.3303
3.33742e-008,0.3302
3.34109e-008,0.3304
3.34476e-008,0.3308
3.34843e-008,0.3312
3.35210e-008,0.3314
3.35576e-008,0.3314
3.35943e-008,0.3312
3.36310e-008,0.3311
3.36677e-008,0.3316
3.37043e-008,0.3339
3.37410e-008,0.3401
3.37777e-008,0.3540
3.38143e-008,0.3800
3.38510e-008,0.4223
3.38877e-008,0.4827
3.39244e-008,0.5596
3.39611e-008,0.6477
3.39977e-008,0.7386
3.40344e-008,0.8232
3.40711e-008,0.8939
3.41077e-008,0.9465
3.41444e-008,0.9807
3.41811e-008,1.0000
3.42178e-008,1.0103
3.42545e-008,1.0171
3.42911e-008,1.0245
3.43278e-008,1.0341
3.43645e-008,1.0453
3.44012e-008,1.0562
3.44378e-008,1.0646
3.44745e-008,1.0695
3.45112e-008,1.0711
3.45478e-008,1.0707
3.45845e-008,1.0702
3.46212e-008,1.0712
3.46579e-008,1.0744
3.46946e-008,1.0795
3.47312e-008,1.0852
3.47679e-008,1.0900
3.48046e-008,1.0926
3.48412e-008,1.0928
3.48779e-008,1.0910
3.49146e-008,1.0888
3.49513e-008,1.0874
3.49879e-008,1.0878
3.50246e-008,1.0900
3.50613e-008,1.0934
3.50980e-008,1.0968
3.51347e-008,1.0992
3.51713e-008,1.1002
3.52080e-008,1.1000
3.52447e-008,1.0990
3.52813e-008,1.0982
3.53180e-008,1.0981
3.53547e-008,1.0990
3.53914e-008,1.1004
3.54281e-008,1.1018
3.54647e-008,1.1027
3.55014e-008,1.1027
3.55381e-008,1.1017
3.55748e-008,1.1000
3.56114e-008,1.0980
3.56481e-008,1.0960
3.56848e-008,1.0942
3.57214e-008,1.0928
3.57581e-008,1.0917
3.57948e-008,1.0908
3.58315e-008,1.0900
3.58682e-008,1.0894
3.59048e-008,1.0890
3.59415e-008,1.0888
3.59782e-008,1.0891
3.60148e-008,1.0896
3.60515e-008,1.0903
3.60882e-008,1.0909
3.61249e-008,1.0913
3.61615e-008,1.0913
3.61982e-008,1.0910
3.62349e-008,1.0906
3.62716e-008,1.0902
3.63083e-008,1.0900
3.63449e-008,1.0901
3.63816e-008,1.0903
3.64183e-008,1.0907
3.64549e-008,1.0911
3.64916e-008,1.0916
3.65283e-008,1.0920
3.65650e-008,1.0916
3.66017e-008,1.0880
3.66383e-008,1.0771
3.66750e-008,1.0534
3.67117e-008,1.0118
3.67484e-008,0.9495
3.67850e-008,0.8676
3.68217e-008,0.7720
3.68584e-008,0.6720
3.68950e-008,0.5787
3.69317e-008,0.5014
3.69684e-008,0.4458
3.70051e-008,0.4126
3.70418e-008,0.3974
3.70784e-008,0.3934
3.71151e-008,0.3932
3.71518e-008,0.3911
3.71884e-008,0.3848
3.72251e-008,0.3748
3.72618e-008,0.3636
3.72985e-008,0.3542
3.73351e-008,0.3487
3.73718e-008,0.3473
3.74085e-008,0.3487
3.74452e-008,0.3506
3.74819e-008,0.3509
3.75185e-008,0.3483
3.75552e-008,0.3431
3.75919e-008,0.3368
3.76285e-008,0.3313
3.76652e-008,0.3282
3.77019e-008,0.3282
3.77386e-008,0.3307
3.77753e-008,0.3339
3.78119e-008,0.3362
3.78486e-008,0.3364
3.78853e-008,0.3342
3.79220e-008,0.3304
3.79586e-008,0.3262
3.79953e-008,0.3231
3.80320e-008,0.3217
3.80686e-008,0.3220
3.81053e-008,0.3234
3.81420e-008,0.3247
3.81787e-008,0.3252
3.82154e-008,0.3245
3.82520e-008,0.3230
3.82887e-008,0.3212
3.83254e-008,0.3202
3.83620e-008,0.3210
3.83987e-008,0.3253
3.84354e-008,0.3358
3.84721e-008,0.3564
3.85088e-008,0.3913
3.85454e-008,0.4438
3.85821e-008,0.5142
3.86188e-008,0.5990
3.86555e-008,0.6913
3.86921e-008,0.7817
3.87288e-008,0.8613
3.87655e-008,0.9236
3.88021e-008,0.9663
3.88388e-008,0.9913
3.88755e-008,1.0038
3.89122e-008,1.0104
3.89489e-008,1.0164
3.89855e-008,1.0250
3.90222e-008,1.0365
3.90589e-008,1.0491
3.90955e-008,1.0602
3.91322e-008,1.0678
3.91689e-008,1.0711
3.92056e-008,1.0711
3.92422e-008,1.0698
3.92789e-008,1.0693
3.93156e-008,1.0712
3.93523e-008,1.0758
3.93890e-008,1.0820
