.HEADER
..NAMES
Time,V U3.F3&G3
.DATA
2.60381e-008,0.3718
2.60767e-008,0.3625
2.61153e-008,0.3767
2.61539e-008,0.4232
2.61924e-008,0.5065
2.62310e-008,0.6178
2.62696e-008,0.7351
2.63082e-008,0.8415
2.63467e-008,0.9322
2.63853e-008,1.0051
2.64239e-008,1.0587
2.64625e-008,1.0963
2.65010e-008,1.1271
2.65396e-008,1.1512
2.65782e-008,1.1626
2.66167e-008,1.1526
2.66553e-008,1.1036
2.66939e-008,1.0109
2.67325e-008,0.8938
2.67710e-008,0.7690
2.68096e-008,0.6483
2.68482e-008,0.5460
2.68868e-008,0.4677
2.69254e-008,0.4131
2.69639e-008,0.3793
2.70025e-008,0.3637
2.70411e-008,0.3694
2.70797e-008,0.4049
2.71182e-008,0.4766
2.71568e-008,0.5809
2.71954e-008,0.6986
2.72340e-008,0.8094
2.72725e-008,0.9053
2.73111e-008,0.9842
2.73497e-008,1.0439
2.73882e-008,1.0856
2.74268e-008,1.1181
2.74654e-008,1.1449
2.75040e-008,1.1608
2.75425e-008,1.1591
2.75811e-008,1.1242
2.76197e-008,1.0440
2.76583e-008,0.9323
2.76968e-008,0.8087
2.77354e-008,0.6850
2.77740e-008,0.5758
2.78126e-008,0.4899
2.78512e-008,0.4280
2.78897e-008,0.3878
2.79283e-008,0.3665
2.79669e-008,0.3647
2.80055e-008,0.3899
2.80440e-008,0.4499
2.80826e-008,0.5453
2.81212e-008,0.6614
2.81598e-008,0.7759
2.81983e-008,0.8767
2.82369e-008,0.9612
2.82755e-008,1.0272
2.83140e-008,1.0739
2.83526e-008,1.1085
2.83912e-008,1.1375
2.84298e-008,1.1573
2.84683e-008,1.1624
2.85069e-008,1.1401
2.85455e-008,1.0739
2.85841e-008,0.9697
2.86226e-008,0.8483
2.86612e-008,0.7233
2.86998e-008,0.6080
2.87384e-008,0.5145
2.87770e-008,0.4450
2.88155e-008,0.3983
2.88541e-008,0.3712
2.88927e-008,0.3627
2.89313e-008,0.3784
2.89698e-008,0.4269
2.90084e-008,0.5118
2.90470e-008,0.6239
2.90855e-008,0.7408
2.91241e-008,0.8465
2.91627e-008,0.9364
2.92013e-008,1.0084
2.92398e-008,1.0610
2.92784e-008,1.0976
2.93170e-008,1.1278
2.93556e-008,1.1516
2.93941e-008,1.1625
2.94327e-008,1.1509
2.94713e-008,1.0996
2.95099e-008,1.0052
2.95485e-008,0.8875
2.95870e-008,0.7628
2.96256e-008,0.6427
2.96642e-008,0.5414
2.97028e-008,0.4643
2.97413e-008,0.4107
2.97799e-008,0.3778
