.HEADER
..NAMES
Time,V U3.C8
.DATA
2.50737e-008,0.8609
2.51123e-008,0.7495
2.51509e-008,0.6436
2.51895e-008,0.5538
2.52281e-008,0.4863
2.52666e-008,0.4391
2.53052e-008,0.4053
2.53438e-008,0.3813
2.53824e-008,0.3652
2.54209e-008,0.3544
2.54595e-008,0.3444
2.54981e-008,0.3315
2.55367e-008,0.3215
2.55752e-008,0.3192
2.56138e-008,0.3192
2.56524e-008,0.3191
2.56909e-008,0.3205
2.57295e-008,0.3229
2.57681e-008,0.3241
2.58067e-008,0.3240
2.58452e-008,0.3238
2.58838e-008,0.3239
2.59224e-008,0.3237
2.59610e-008,0.3223
2.59995e-008,0.3209
2.60381e-008,0.3213
2.60767e-008,0.3219
2.61153e-008,0.3216
2.61539e-008,0.3215
2.61924e-008,0.3216
2.62310e-008,0.3218
2.62696e-008,0.3252
2.63082e-008,0.3397
2.63467e-008,0.3790
2.63853e-008,0.4572
2.64239e-008,0.5700
2.64625e-008,0.6975
2.65010e-008,0.8027
2.65396e-008,0.8779
2.65782e-008,0.9428
2.66167e-008,0.9991
2.66553e-008,1.0443
2.66939e-008,1.0772
2.67325e-008,1.1010
2.67710e-008,1.1172
2.68096e-008,1.1286
2.68482e-008,1.1402
2.68868e-008,1.1534
2.69254e-008,1.1659
2.69639e-008,1.1720
2.70025e-008,1.1701
2.70411e-008,1.1681
2.70797e-008,1.1693
2.71182e-008,1.1715
2.71568e-008,1.1730
2.71954e-008,1.1780
2.72340e-008,1.1842
2.72725e-008,1.1788
2.73111e-008,1.1485
2.73497e-008,1.0724
2.73882e-008,0.9558
2.74268e-008,0.8368
2.74654e-008,0.7260
2.75040e-008,0.6226
2.75425e-008,0.5377
2.75811e-008,0.4750
2.76197e-008,0.4311
2.76583e-008,0.3996
2.76968e-008,0.3774
2.77354e-008,0.3624
2.77740e-008,0.3521
2.78126e-008,0.3418
2.78512e-008,0.3288
2.78897e-008,0.3204
2.79283e-008,0.3190
2.79669e-008,0.3189
2.80055e-008,0.3192
2.80440e-008,0.3209
2.80826e-008,0.3232
2.81212e-008,0.3247
2.81598e-008,0.3307
2.81983e-008,0.3530
2.82369e-008,0.4062
2.82755e-008,0.4982
2.83140e-008,0.6178
2.83526e-008,0.7411
2.83912e-008,0.8337
2.84298e-008,0.9045
2.84683e-008,0.9660
2.85069e-008,1.0184
2.85455e-008,1.0586
