.HEADER
..NAMES
Time,V U2.D3
.DATA
2.87384e-008,0.3404
2.87770e-008,0.3319
2.88155e-008,0.3240
2.88541e-008,0.3192
2.88927e-008,0.3187
2.89313e-008,0.3208
2.89698e-008,0.3233
2.90084e-008,0.3252
2.90470e-008,0.3265
2.90855e-008,0.3296
2.91241e-008,0.3400
2.91627e-008,0.3676
2.92013e-008,0.4250
2.92398e-008,0.5169
2.92784e-008,0.6318
2.93170e-008,0.7435
2.93556e-008,0.8366
2.93941e-008,0.9129
2.94327e-008,0.9762
2.94713e-008,1.0266
2.95099e-008,1.0665
2.95485e-008,1.1104
2.95870e-008,1.1456
2.96256e-008,1.1602
2.96642e-008,1.1500
2.97028e-008,1.0963
2.97413e-008,0.9996
2.97799e-008,0.8824
2.98185e-008,0.7644
2.98570e-008,0.6505
2.98956e-008,0.5562
2.99342e-008,0.4851
2.99728e-008,0.4323
3.00113e-008,0.3918
3.00499e-008,0.3694
3.00885e-008,0.3669
3.01271e-008,0.3957
3.01657e-008,0.4645
3.02042e-008,0.5695
3.02428e-008,0.6894
3.02814e-008,0.7996
3.03199e-008,0.8914
3.03585e-008,0.9646
3.03971e-008,1.0210
3.04357e-008,1.0634
3.04743e-008,1.0939
3.05128e-008,1.1141
3.05514e-008,1.1304
3.05900e-008,1.1439
3.06285e-008,1.1537
3.06671e-008,1.1616
3.07057e-008,1.1681
3.07443e-008,1.1710
3.07829e-008,1.1707
3.08214e-008,1.1693
3.08600e-008,1.1683
3.08986e-008,1.1690
3.09372e-008,1.1707
3.09757e-008,1.1719
3.10143e-008,1.1727
3.10529e-008,1.1737
3.10914e-008,1.1747
3.11300e-008,1.1752
3.11686e-008,1.1754
3.12072e-008,1.1758
3.12458e-008,1.1762
3.12843e-008,1.1764
3.13229e-008,1.1765
3.13615e-008,1.1768
3.14000e-008,1.1772
3.14386e-008,1.1775
3.14772e-008,1.1775
3.15158e-008,1.1773
3.15544e-008,1.1773
3.15929e-008,1.1774
3.16315e-008,1.1774
3.16701e-008,1.1774
3.17087e-008,1.1774
3.17472e-008,1.1775
3.17858e-008,1.1775
3.18244e-008,1.1775
3.18629e-008,1.1775
3.19015e-008,1.1776
3.19401e-008,1.1776
3.19787e-008,1.1776
3.20173e-008,1.1776
3.20558e-008,1.1776
3.20944e-008,1.1777
3.21330e-008,1.1777
3.21715e-008,1.1777
3.22101e-008,1.1777
3.22487e-008,1.1777
3.22873e-008,1.1777
3.23259e-008,1.1777
3.23644e-008,1.1777
3.24030e-008,1.1777
3.24416e-008,1.1777
3.24801e-008,1.1778
3.25187e-008,1.1777
3.25573e-008,1.1778
3.25959e-008,1.1778
3.26344e-008,1.1778
3.26730e-008,1.1778
3.27116e-008,1.1778
3.27502e-008,1.1778
3.27888e-008,1.1778
3.28273e-008,1.1778
3.28659e-008,1.1778
3.29045e-008,1.1778
3.29430e-008,1.1778
3.29816e-008,1.1778
3.30202e-008,1.1778
3.30588e-008,1.1779
3.30974e-008,1.1779
3.31359e-008,1.1779
3.31745e-008,1.1779
3.32131e-008,1.1779
3.32516e-008,1.1779
3.32902e-008,1.1793
3.33288e-008,1.1821
3.33674e-008,1.1817
3.34060e-008,1.1656
3.34445e-008,1.1165
3.34831e-008,1.0287
3.35217e-008,0.9186
3.35603e-008,0.8040
3.35988e-008,0.6933
3.36374e-008,0.5938
3.36760e-008,0.5131
3.37145e-008,0.4533
3.37531e-008,0.4123
3.37917e-008,0.3845
3.38303e-008,0.3636
3.38689e-008,0.3485
3.39074e-008,0.3385
3.39460e-008,0.3301
3.39846e-008,0.3227
3.40231e-008,0.3191
3.40617e-008,0.3195
3.41003e-008,0.3219
3.41389e-008,0.3243
3.41775e-008,0.3259
3.42160e-008,0.3270
3.42546e-008,0.3278
3.42932e-008,0.3277
3.43318e-008,0.3264
3.43703e-008,0.3253
3.44089e-008,0.3249
3.44475e-008,0.3246
3.44860e-008,0.3242
3.45246e-008,0.3238
3.45632e-008,0.3238
3.46018e-008,0.3237
3.46404e-008,0.3233
3.46789e-008,0.3228
3.47175e-008,0.3224
3.47561e-008,0.3223
3.47946e-008,0.3223
3.48332e-008,0.3222
3.48718e-008,0.3221
3.49104e-008,0.3222
3.49490e-008,0.3222
3.49875e-008,0.3222
