.HEADER
..NAMES
Time,V U5.C7&B7
.DATA
2.99728e-008,0.5421
3.00113e-008,0.4628
3.00499e-008,0.4087
3.00885e-008,0.3766
3.01271e-008,0.3621
3.01657e-008,0.3700
3.02042e-008,0.4103
3.02428e-008,0.4887
3.02814e-008,0.5992
3.03199e-008,0.7178
3.03585e-008,0.8232
3.03971e-008,0.9109
3.04357e-008,0.9830
3.04743e-008,1.0407
3.05128e-008,1.0841
3.05514e-008,1.1195
3.05900e-008,1.1464
3.06285e-008,1.1615
3.06671e-008,1.1578
3.07057e-008,1.1172
3.07443e-008,1.0324
3.07829e-008,0.9215
3.08214e-008,0.7985
3.08600e-008,0.6771
3.08986e-008,0.5714
3.09372e-008,0.4854
3.09757e-008,0.4230
3.10143e-008,0.3847
3.10529e-008,0.3646
3.10914e-008,0.3643
3.11300e-008,0.3936
3.11686e-008,0.4597
3.12072e-008,0.5619
3.12458e-008,0.6811
3.12843e-008,0.7918
3.13229e-008,0.8851
3.13615e-008,0.9618
3.14000e-008,1.0240
3.14386e-008,1.0716
3.14772e-008,1.1092
3.15158e-008,1.1393
3.15544e-008,1.1584
3.15929e-008,1.1620
3.16315e-008,1.1352
3.16701e-008,1.0632
3.17087e-008,0.9584
3.17472e-008,0.8380
3.17858e-008,0.7143
3.18244e-008,0.6027
3.18629e-008,0.5104
3.19015e-008,0.4398
3.19401e-008,0.3945
3.19787e-008,0.3690
3.20173e-008,0.3616
3.20558e-008,0.3805
3.20944e-008,0.4345
3.21330e-008,0.5264
3.21715e-008,0.6432
3.22101e-008,0.7586
3.22487e-008,0.8576
3.22873e-008,0.9392
3.23259e-008,1.0059
3.23644e-008,1.0581
3.24030e-008,1.0982
3.24416e-008,1.1311
3.24801e-008,1.1539
3.25187e-008,1.1633
3.25573e-008,1.1483
3.25959e-008,1.0906
3.26344e-008,0.9939
3.26730e-008,0.8773
3.27116e-008,0.7527
3.27502e-008,0.6359
3.27888e-008,0.5375
3.28273e-008,0.4594
3.28659e-008,0.4069
3.29045e-008,0.3758
3.29430e-008,0.3621
3.29816e-008,0.3714
3.30202e-008,0.4136
3.30588e-008,0.4937
3.30974e-008,0.6054
3.31359e-008,0.7236
3.31745e-008,0.8281
3.32131e-008,0.9150
3.32516e-008,0.9864
3.32902e-008,1.0433
3.33288e-008,1.0864
3.33674e-008,1.1219
