.HEADER
..NAMES
Time,V U5.M2
7.6651e-009,1.0902
7.7018e-009,1.0899
7.7384e-009,1.0930
7.7751e-009,1.0982
7.8118e-009,1.1033
7.8484e-009,1.1066
7.8851e-009,1.1070
7.9218e-009,1.1046
7.9585e-009,1.1011
7.9952e-009,1.0987
8.0318e-009,1.0985
8.0685e-009,1.1010
8.1052e-009,1.1035
8.1418e-009,1.0992
8.1785e-009,1.0770
8.2152e-009,1.0249
8.2519e-009,0.9403
8.2886e-009,0.8333
8.3252e-009,0.7187
8.3619e-009,0.6141
8.3986e-009,0.5365
8.4352e-009,0.4929
8.4719e-009,0.4767
8.5086e-009,0.4757
8.5453e-009,0.4778
8.5820e-009,0.4753
8.6186e-009,0.4660
8.6553e-009,0.4526
8.6920e-009,0.4396
8.7286e-009,0.4314
8.7653e-009,0.4298
8.8020e-009,0.4334
8.8387e-009,0.4382
8.8754e-009,0.4409
8.9120e-009,0.4398
8.9487e-009,0.4352
8.9854e-009,0.4287
9.0220e-009,0.4253
9.0587e-009,0.4333
9.0954e-009,0.4655
9.1321e-009,0.5309
9.1688e-009,0.6273
9.2054e-009,0.7375
9.2421e-009,0.8381
9.2788e-009,0.9112
9.3154e-009,0.9478
9.3521e-009,0.9504
9.3888e-009,0.9354
9.4255e-009,0.9229
9.4622e-009,0.9245
9.4988e-009,0.9402
9.5355e-009,0.9626
9.5722e-009,0.9824
9.6088e-009,0.9932
9.6455e-009,0.9930
9.6822e-009,0.9841
9.7189e-009,0.9721
9.7556e-009,0.9640
9.7922e-009,0.9639
9.8289e-009,0.9714
9.8656e-009,0.9825
9.9022e-009,0.9935
9.9389e-009,1.0027
9.9756e-009,1.0103
1.00123e-008,1.0166
1.00490e-008,1.0226
1.00856e-008,1.0293
1.01223e-008,1.0375
1.01590e-008,1.0480
1.01956e-008,1.0611
1.02323e-008,1.0765
1.02690e-008,1.0920
1.03057e-008,1.1036
1.03424e-008,1.1078
1.03790e-008,1.1039
1.04157e-008,1.0944
1.04524e-008,1.0846
1.04890e-008,1.0798
1.05257e-008,1.0820
1.05624e-008,1.0899
1.05991e-008,1.1000
1.06358e-008,1.1083
1.06724e-008,1.1117
1.07091e-008,1.1091
1.07458e-008,1.1023
1.07824e-008,1.0947
1.08191e-008,1.0899
1.08558e-008,1.0895
1.08925e-008,1.0925
1.09292e-008,1.0964
1.09658e-008,1.0989
1.10025e-008,1.0986
1.10392e-008,1.0957
1.10758e-008,1.0915
1.11125e-008,1.0879
1.11492e-008,1.0861
1.11859e-008,1.0864
1.12226e-008,1.0885
1.12592e-008,1.0917
1.12959e-008,1.0954
1.13326e-008,1.0985
1.13693e-008,1.0999
1.14059e-008,1.0992
1.14426e-008,1.0966
1.14793e-008,1.0931
1.15159e-008,1.0902
1.15526e-008,1.0890
1.15893e-008,1.0899
1.16260e-008,1.0926
1.16627e-008,1.0957
1.16993e-008,1.0980
1.17360e-008,1.0986
1.17727e-008,1.0974
1.18093e-008,1.0958
1.18460e-008,1.0949
1.18827e-008,1.0928
1.19194e-008,1.0824
1.19561e-008,1.0509
1.19927e-008,0.9881
1.20294e-008,0.8953
1.20661e-008,0.7835
1.21027e-008,0.6691
1.21394e-008,0.5720
1.21761e-008,0.5069
1.22128e-008,0.4751
1.22495e-008,0.4671
1.22861e-008,0.4697
1.23228e-008,0.4721
1.23595e-008,0.4683
1.23961e-008,0.4584
1.24328e-008,0.4459
1.24695e-008,0.4352
1.25062e-008,0.4295
1.25429e-008,0.4294
1.25795e-008,0.4324
1.26162e-008,0.4353
1.26529e-008,0.4359
1.26895e-008,0.4339
1.27262e-008,0.4300
1.27629e-008,0.4273
1.27996e-008,0.4317
1.28363e-008,0.4542
1.28729e-008,0.5063
1.29096e-008,0.5912
1.29463e-008,0.6982
1.29829e-008,0.8048
1.30196e-008,0.8909
1.30563e-008,0.9430
1.30930e-008,0.9580
1.31297e-008,0.9466
1.31663e-008,0.9293
1.32030e-008,0.9225
1.32397e-008,0.9313
1.32763e-008,0.9511
1.33130e-008,0.9731
1.33497e-008,0.9890
1.33864e-008,0.9944
1.34231e-008,0.9894
1.34597e-008,0.9783
1.34964e-008,0.9677
1.35331e-008,0.9635
1.35697e-008,0.9673
1.36064e-008,0.9770
1.36431e-008,0.9884
1.36798e-008,0.9998
1.37165e-008,1.0107
1.37531e-008,1.0190
1.37898e-008,1.0173
1.38265e-008,0.9931
1.38631e-008,0.9359
1.38998e-008,0.8494
1.39365e-008,0.7468
1.39732e-008,0.6448
1.40099e-008,0.5617
1.40465e-008,0.5099
1.40832e-008,0.4865
1.41199e-008,0.4785
1.41565e-008,0.4734
1.41932e-008,0.4650
1.42299e-008,0.4535
1.42666e-008,0.4428
1.43033e-008,0.4364
1.43399e-008,0.4360
1.43766e-008,0.4410
1.44133e-008,0.4480
1.44499e-008,0.4523
1.44866e-008,0.4503
1.45233e-008,0.4427
1.45600e-008,0.4333
1.45967e-008,0.4259
1.46333e-008,0.4213
1.46700e-008,0.4181
1.47067e-008,0.4143
1.47433e-008,0.4083
1.47800e-008,0.3999
1.48167e-008,0.3899
1.48534e-008,0.3800
1.48901e-008,0.3702
1.49267e-008,0.3595
1.49634e-008,0.3475
1.50001e-008,0.3354
1.50368e-008,0.3256
1.50734e-008,0.3209
1.51101e-008,0.3223
1.51468e-008,0.3275
1.51834e-008,0.3327
1.52201e-008,0.3348
1.52568e-008,0.3326
1.52935e-008,0.3272
1.53301e-008,0.3208
1.53668e-008,0.3160
1.54035e-008,0.3148
1.54402e-008,0.3175
1.54769e-008,0.3223
1.55135e-008,0.3264
1.55502e-008,0.3293
1.55869e-008,0.3347
1.56236e-008,0.3517
1.56602e-008,0.3934
1.56969e-008,0.4666
1.57336e-008,0.5668
1.57703e-008,0.6780
1.58069e-008,0.7793
1.58436e-008,0.8557
1.58803e-008,0.9011
1.59169e-008,0.9192
1.59536e-008,0.9224
1.59903e-008,0.9246
1.60270e-008,0.9324
1.60636e-008,0.9455
1.61003e-008,0.9605
1.61370e-008,0.9737
1.61737e-008,0.9825
1.62104e-008,0.9860
1.62470e-008,0.9854
1.62837e-008,0.9830
1.63204e-008,0.9817
1.63571e-008,0.9830
1.63937e-008,0.9864
1.64304e-008,0.9911
1.64671e-008,0.9969
1.65037e-008,1.0042
1.65404e-008,1.0127
1.65771e-008,1.0213
1.66138e-008,1.0289
1.66504e-008,1.0351
1.66871e-008,1.0407
1.67238e-008,1.0476
1.67605e-008,1.0574
1.67972e-008,1.0707
1.68338e-008,1.0851
1.68705e-008,1.0967
1.69072e-008,1.1023
1.69439e-008,1.1012
1.69805e-008,1.0956
1.70172e-008,1.0896
1.70539e-008,1.0869
1.70905e-008,1.0887
1.71272e-008,1.0940
1.71639e-008,1.1006
1.72006e-008,1.1060
1.72372e-008,1.1081
1.72739e-008,1.1066
1.73106e-008,1.1027
1.73473e-008,1.0988
1.73840e-008,1.0969
1.74206e-008,1.0977
1.74573e-008,1.1007
1.74940e-008,1.1023
1.75307e-008,1.0948
1.75673e-008,1.0668
1.76040e-008,1.0074
1.76407e-008,0.9172
1.76773e-008,0.8074
1.77140e-008,0.6934
1.77507e-008,0.5932
1.77874e-008,0.5228
1.78240e-008,0.4861
1.78607e-008,0.4750
1.78974e-008,0.4763
1.79341e-008,0.4783
1.79708e-008,0.4741
1.80074e-008,0.4629
1.80441e-008,0.4484
1.80808e-008,0.4357
1.81175e-008,0.4289
1.81541e-008,0.4292
1.81908e-008,0.4341
1.82275e-008,0.4394
1.82641e-008,0.4415
1.83008e-008,0.4392
1.83375e-008,0.4333
1.83742e-008,0.4265
1.84108e-008,0.4245
1.84475e-008,0.4372
1.84842e-008,0.4771
1.85209e-008,0.5508
1.85576e-008,0.6525
1.85942e-008,0.7622
1.86309e-008,0.8576
1.86676e-008,0.9224
1.87043e-008,0.9504
1.87409e-008,0.9471
1.87776e-008,0.9312
1.88143e-008,0.9213
1.88509e-008,0.9265
1.88876e-008,0.9446
1.89243e-008,0.9672
1.89610e-008,0.9855
1.89976e-008,0.9939
1.90343e-008,0.9914
1.90710e-008,0.9811
1.91077e-008,0.9693
1.91444e-008,0.9626
1.91810e-008,0.9644
1.92177e-008,0.9731
1.92544e-008,0.9849
1.92911e-008,0.9965
1.93277e-008,1.0074
1.93644e-008,1.0168
1.94011e-008,1.0201
1.94377e-008,1.0072
1.94744e-008,0.9651
1.95111e-008,0.8909
1.95478e-008,0.7943
1.95844e-008,0.6906
1.96211e-008,0.5973
1.96578e-008,0.5307
1.96945e-008,0.4948
1.97312e-008,0.4804
1.97678e-008,0.4741
1.98045e-008,0.4674
1.98412e-008,0.4576
1.98779e-008,0.4472
1.99145e-008,0.4396
1.99512e-008,0.4370
1.99879e-008,0.4397
2.00245e-008,0.4457
2.00612e-008,0.4508
2.00979e-008,0.4510
2.01346e-008,0.4453
2.01712e-008,0.4365
2.02079e-008,0.4285
2.02446e-008,0.4235
2.02813e-008,0.4237
2.03179e-008,0.4332
2.03546e-008,0.4616
2.03913e-008,0.5184
2.04280e-008,0.6055
2.04647e-008,0.7094
2.05013e-008,0.8097
2.05380e-008,0.8886
2.05747e-008,0.9348
2.06114e-008,0.9468
2.06480e-008,0.9381
2.06847e-008,0.9285
2.07214e-008,0.9304
2.07580e-008,0.9448
2.07947e-008,0.9649
2.08314e-008,0.9821
2.08681e-008,0.9910
2.09047e-008,0.9901
2.09414e-008,0.9819
2.09781e-008,0.9716
2.10148e-008,0.9656
2.10515e-008,0.9675
2.10881e-008,0.9761
2.11248e-008,0.9869
2.11615e-008,0.9960
2.11982e-008,1.0034
2.12348e-008,1.0103
2.12715e-008,1.0142
2.13082e-008,1.0065
2.13448e-008,0.9727
2.13815e-008,0.9053
2.14182e-008,0.8112
2.14549e-008,0.7054
2.14915e-008,0.6061
2.15282e-008,0.5323
2.15649e-008,0.4922
2.16016e-008,0.4781
2.16383e-008,0.4751
2.16749e-008,0.4714
2.17116e-008,0.4628
2.17483e-008,0.4513
2.17850e-008,0.4412
2.18216e-008,0.4358
2.18583e-008,0.4366
2.18950e-008,0.4421
2.19316e-008,0.4486
2.19683e-008,0.4512
2.20050e-008,0.4474
2.20417e-008,0.4393
2.20783e-008,0.4308
2.21150e-008,0.4251
2.21517e-008,0.4241
2.21884e-008,0.4314
2.22251e-008,0.4554
2.22617e-008,0.5063
2.22984e-008,0.5883
2.23351e-008,0.6908
2.23718e-008,0.7933
2.24084e-008,0.8776
2.24451e-008,0.9304
2.24818e-008,0.9475
2.25184e-008,0.9402
2.25551e-008,0.9285
2.25918e-008,0.9275
2.26285e-008,0.9403
2.26651e-008,0.9609
2.27018e-008,0.9803
2.27385e-008,0.9915
2.27752e-008,0.9923
2.28119e-008,0.9846
2.28485e-008,0.9734
2.28852e-008,0.9654
2.29219e-008,0.9655
2.29586e-008,0.9733
2.29952e-008,0.9845
2.30319e-008,0.9943
2.30686e-008,1.0010
2.31052e-008,1.0056
2.31419e-008,1.0100
2.31786e-008,1.0161
2.32153e-008,1.0245
2.32519e-008,1.0351
2.32886e-008,1.0468
2.33253e-008,1.0593
2.33620e-008,1.0727
2.33987e-008,1.0864
2.34353e-008,1.0980
2.34720e-008,1.1043
2.35087e-008,1.1036
2.35454e-008,1.0967
2.35820e-008,1.0876
2.36187e-008,1.0816
2.36554e-008,1.0818
2.36920e-008,1.0878
2.37287e-008,1.0968
2.37654e-008,1.1053
2.38021e-008,1.1099
2.38387e-008,1.1091
2.38754e-008,1.1035
2.39121e-008,1.0965
2.39488e-008,1.0918
2.39855e-008,1.0921
2.40221e-008,1.0971
2.40588e-008,1.1021
2.40955e-008,1.0976
2.41322e-008,1.0706
2.41688e-008,1.0098
2.42055e-008,0.9172
2.42422e-008,0.8055
2.42788e-008,0.6911
2.43155e-008,0.5921
2.43522e-008,0.5234
2.43889e-008,0.4880
2.44255e-008,0.4769
2.44622e-008,0.4775
2.44989e-008,0.4788
2.45356e-008,0.4743
2.45723e-008,0.4630
2.46089e-008,0.4484
2.46456e-008,0.4354
2.46823e-008,0.4284
2.47190e-008,0.4285
2.47556e-008,0.4334
2.47923e-008,0.4389
2.48290e-008,0.4416
2.48657e-008,0.4401
2.49023e-008,0.4345
2.49390e-008,0.4262
2.49757e-008,0.4168
2.50123e-008,0.4079
2.50490e-008,0.4010
2.50857e-008,0.3960
2.51224e-008,0.3922
2.51590e-008,0.3879
2.51957e-008,0.3814
2.52324e-008,0.3707
2.52691e-008,0.3562
2.53058e-008,0.3400
2.53424e-008,0.3258
2.53791e-008,0.3171
2.54158e-008,0.3157
2.54525e-008,0.3204
2.54891e-008,0.3275
2.55258e-008,0.3332
2.55625e-008,0.3347
2.55991e-008,0.3315
2.56358e-008,0.3249
2.56725e-008,0.3175
2.57092e-008,0.3126
2.57458e-008,0.3118
2.57825e-008,0.3150
2.58192e-008,0.3201
2.58559e-008,0.3248
2.58926e-008,0.3274
2.59292e-008,0.3277
2.59659e-008,0.3264
2.60026e-008,0.3249
2.60393e-008,0.3244
2.60759e-008,0.3255
2.61126e-008,0.3278
2.61493e-008,0.3306
2.61859e-008,0.3329
2.62226e-008,0.3340
2.62593e-008,0.3335
2.62960e-008,0.3312
2.63326e-008,0.3278
2.63693e-008,0.3243
2.64060e-008,0.3219
2.64427e-008,0.3213
2.64794e-008,0.3227
2.65160e-008,0.3254
2.65527e-008,0.3283
2.65894e-008,0.3303
2.66261e-008,0.3305
2.66627e-008,0.3291
2.66994e-008,0.3266
2.67361e-008,0.3242
2.67727e-008,0.3232
2.68094e-008,0.3251
2.68461e-008,0.3325
2.68828e-008,0.3511
2.69194e-008,0.3895
2.69561e-008,0.4532
2.69928e-008,0.5417
2.70295e-008,0.6436
2.70662e-008,0.7419
2.71028e-008,0.8232
2.71395e-008,0.8799
2.71762e-008,0.9106
2.72129e-008,0.9234
2.72495e-008,0.9303
2.72862e-008,0.9388
2.73229e-008,0.9505
2.73595e-008,0.9635
2.73962e-008,0.9747
2.74329e-008,0.9821
2.74696e-008,0.9851
2.75062e-008,0.9846
2.75429e-008,0.9828
2.75796e-008,0.9823
2.76163e-008,0.9847
2.76530e-008,0.9897
2.76896e-008,0.9956
2.77263e-008,1.0015
2.77630e-008,1.0085
2.77997e-008,1.0161
2.78363e-008,1.0195
2.78730e-008,1.0073
2.79097e-008,0.9648
2.79463e-008,0.8874
2.79830e-008,0.7862
2.80197e-008,0.6781
2.80564e-008,0.5816
2.80930e-008,0.5142
2.81297e-008,0.4816
2.81664e-008,0.4738
2.82031e-008,0.4754
2.82398e-008,0.4749
2.82764e-008,0.4682
2.83131e-008,0.4571
2.83498e-008,0.4458
2.83865e-008,0.4383
2.84231e-008,0.4367
2.84598e-008,0.4406
2.84965e-008,0.4467
2.85331e-008,0.4503
2.85698e-008,0.4487
2.86065e-008,0.4430
2.86432e-008,0.4360
2.86798e-008,0.4295
2.87165e-008,0.4237
2.87532e-008,0.4174
2.87899e-008,0.4102
2.88266e-008,0.4019
2.88632e-008,0.3931
2.88999e-008,0.3845
2.89366e-008,0.3762
2.89733e-008,0.3668
2.90099e-008,0.3550
2.90466e-008,0.3414
2.90833e-008,0.3285
2.91199e-008,0.3198
2.91566e-008,0.3180
2.91933e-008,0.3225
2.92300e-008,0.3296
2.92666e-008,0.3351
2.93033e-008,0.3361
2.93400e-008,0.3325
2.93767e-008,0.3258
2.94133e-008,0.3188
2.94500e-008,0.3143
2.94867e-008,0.3142
2.95234e-008,0.3180
2.95601e-008,0.3232
2.95967e-008,0.3275
2.96334e-008,0.3316
2.96701e-008,0.3406
2.97068e-008,0.3652
2.97434e-008,0.4176
2.97801e-008,0.5003
2.98168e-008,0.6055
2.98534e-008,0.7143
2.98901e-008,0.8077
2.99268e-008,0.8737
2.99635e-008,0.9096
3.00002e-008,0.9217
3.00368e-008,0.9238
3.00735e-008,0.9274
3.01102e-008,0.9367
3.01469e-008,0.9502
3.01835e-008,0.9647
3.02202e-008,0.9767
3.02569e-008,0.9841
3.02935e-008,0.9865
3.03302e-008,0.9853
3.03669e-008,0.9832
3.04036e-008,0.9825
3.04403e-008,0.9842
3.04769e-008,0.9882
3.05136e-008,0.9937
3.05503e-008,1.0012
3.05869e-008,1.0115
3.06236e-008,1.0219
3.06603e-008,1.0240
3.06970e-008,1.0040
3.07336e-008,0.9491
3.07703e-008,0.8614
3.08070e-008,0.7561
3.08437e-008,0.6509
3.08804e-008,0.5637
3.09170e-008,0.5083
3.09537e-008,0.4841
3.09904e-008,0.4780
3.10270e-008,0.4763
3.10637e-008,0.4715
3.11004e-008,0.4623
3.11371e-008,0.4515
3.11738e-008,0.4425
3.12104e-008,0.4382
3.12471e-008,0.4394
3.12838e-008,0.4446
3.13205e-008,0.4496
3.13571e-008,0.4505
3.13938e-008,0.4466
3.14305e-008,0.4400
3.14671e-008,0.4332
3.15038e-008,0.4272
3.15405e-008,0.4212
3.15772e-008,0.4145
3.16139e-008,0.4070
3.16505e-008,0.3988
3.16872e-008,0.3905
3.17239e-008,0.3826
3.17605e-008,0.3744
3.17972e-008,0.3641
3.18339e-008,0.3512
3.18706e-008,0.3373
3.19072e-008,0.3256
3.19439e-008,0.3194
3.19806e-008,0.3201
3.20173e-008,0.3257
3.20540e-008,0.3322
3.20906e-008,0.3356
3.21273e-008,0.3346
3.21640e-008,0.3296
3.22006e-008,0.3228
3.22373e-008,0.3169
3.22740e-008,0.3144
3.23107e-008,0.3160
3.23474e-008,0.3204
3.23840e-008,0.3250
3.24207e-008,0.3274
3.24574e-008,0.3272
3.24941e-008,0.3253
3.25307e-008,0.3236
3.25674e-008,0.3234
3.26041e-008,0.3251
3.26407e-008,0.3281
3.26774e-008,0.3311
3.27141e-008,0.3331
3.27508e-008,0.3337
3.27875e-008,0.3332
3.28241e-008,0.3318
3.28608e-008,0.3296
3.28975e-008,0.3268
3.29341e-008,0.3242
3.29708e-008,0.3226
3.30075e-008,0.3226
3.30442e-008,0.3241
3.30808e-008,0.3266
3.31175e-008,0.3289
3.31542e-008,0.3302
3.31909e-008,0.3299
3.32276e-008,0.3282
3.32642e-008,0.3259
3.33009e-008,0.3241
3.33376e-008,0.3237
3.33742e-008,0.3250
3.34109e-008,0.3273
3.34476e-008,0.3296
3.34843e-008,0.3309
3.35210e-008,0.3307
3.35576e-008,0.3293
3.35943e-008,0.3277
3.36310e-008,0.3266
3.36677e-008,0.3265
3.37043e-008,0.3273
3.37410e-008,0.3284
3.37777e-008,0.3294
3.38143e-008,0.3298
3.38510e-008,0.3297
3.38877e-008,0.3292
3.39244e-008,0.3285
3.39611e-008,0.3278
3.39977e-008,0.3273
3.40344e-008,0.3273
3.40711e-008,0.3276
3.41077e-008,0.3282
3.41444e-008,0.3288
3.41811e-008,0.3292
3.42178e-008,0.3294
3.42545e-008,0.3291
3.42911e-008,0.3285
3.43278e-008,0.3278
3.43645e-008,0.3273
3.44012e-008,0.3271
3.44378e-008,0.3275
3.44745e-008,0.3282
3.45112e-008,0.3289
3.45478e-008,0.3293
3.45845e-008,0.3292
3.46212e-008,0.3287
3.46579e-008,0.3281
3.46946e-008,0.3277
3.47312e-008,0.3277
3.47679e-008,0.3280
3.48046e-008,0.3285
3.48412e-008,0.3289
3.48779e-008,0.3290
3.49146e-008,0.3289
3.49513e-008,0.3286
3.49879e-008,0.3283
3.50246e-008,0.3280
3.50613e-008,0.3280
3.50980e-008,0.3281
3.51347e-008,0.3284
3.51713e-008,0.3286
3.52080e-008,0.3288
3.52447e-008,0.3297
3.52813e-008,0.3339
3.53180e-008,0.3473
3.53547e-008,0.3794
3.53914e-008,0.4379
3.54281e-008,0.5235
3.54647e-008,0.6262
3.55014e-008,0.7281
3.55381e-008,0.8142
3.55748e-008,0.8752
3.56114e-008,0.9087
3.56481e-008,0.9220
3.56848e-008,0.9277
3.57214e-008,0.9351
3.57581e-008,0.9467
3.57948e-008,0.9606
3.58315e-008,0.9737
3.58682e-008,0.9829
3.59048e-008,0.9871
3.59415e-008,0.9868
3.59782e-008,0.9842
3.60148e-008,0.9824
3.60515e-008,0.9834
3.60882e-008,0.9873
3.61249e-008,0.9927
3.61615e-008,0.9985
3.61982e-008,1.0043
3.62349e-008,1.0106
3.62716e-008,1.0172
3.63083e-008,1.0240
3.63449e-008,1.0306
3.63816e-008,1.0375
3.64183e-008,1.0453
3.64549e-008,1.0548
3.64916e-008,1.0667
3.65283e-008,1.0799
3.65650e-008,1.0917
3.66017e-008,1.0992
3.66383e-008,1.1009
3.66750e-008,1.0978
3.67117e-008,1.0927
3.67484e-008,1.0892
3.67850e-008,1.0893
3.68217e-008,1.0929
3.68584e-008,1.0986
3.68950e-008,1.1040
3.69317e-008,1.1072
3.69684e-008,1.1072
3.70051e-008,1.1043
3.70418e-008,1.1003
3.70784e-008,1.0971
3.71151e-008,1.0958
3.71518e-008,1.0962
3.71884e-008,1.0971
3.72251e-008,1.0975
3.72618e-008,1.0966
3.72985e-008,1.0946
3.73351e-008,1.0922
3.73718e-008,1.0901
3.74085e-008,1.0890
3.74452e-008,1.0888
3.74819e-008,1.0896
3.75185e-008,1.0911
3.75552e-008,1.0933
3.75919e-008,1.0956
3.76285e-008,1.0972
3.76652e-008,1.0976
3.77019e-008,1.0967
3.77386e-008,1.0947
3.77753e-008,1.0926
3.78119e-008,1.0913
3.78486e-008,1.0912
3.78853e-008,1.0923
3.79220e-008,1.0942
3.79586e-008,1.0958
3.79953e-008,1.0966
3.80320e-008,1.0965
3.80686e-008,1.0963
3.81053e-008,1.0966
3.81420e-008,1.0956
3.81787e-008,1.0865
3.82154e-008,1.0574
3.82520e-008,0.9975
3.82887e-008,0.9074
3.83254e-008,0.7972
3.83620e-008,0.6827
3.83987e-008,0.5833
3.84354e-008,0.5146
3.84721e-008,0.4791
3.85088e-008,0.4683
3.85454e-008,0.4696
3.85821e-008,0.4717
3.86188e-008,0.4683
3.86555e-008,0.4590
3.86921e-008,0.4468
3.87288e-008,0.4361
3.87655e-008,0.4303
3.88021e-008,0.4299
3.88388e-008,0.4327
3.88755e-008,0.4356
3.89122e-008,0.4362
3.89489e-008,0.4341
3.89855e-008,0.4300
3.90222e-008,0.4267
3.90589e-008,0.4299
3.90955e-008,0.4498
3.91322e-008,0.4983
3.91689e-008,0.5796
3.92056e-008,0.6850
3.92422e-008,0.7926
3.92789e-008,0.8817
3.93156e-008,0.9380
3.93523e-008,0.9572
3.93890e-008,0.9482
