.HEADER
..NAMES
Time,V U2.C7&B7
.DATA
1.49285e-008,0.5816
1.49671e-008,0.6782
1.50057e-008,0.7487
1.50443e-008,0.7924
1.50828e-008,0.7922
1.51214e-008,0.7347
1.51600e-008,0.6066
1.51985e-008,0.4161
1.52371e-008,0.1930
1.52757e-008,-0.0311
1.53143e-008,-0.2362
1.53528e-008,-0.4175
1.53914e-008,-0.5642
1.54300e-008,-0.6653
1.54686e-008,-0.7367
1.55071e-008,-0.7835
1.55457e-008,-0.7900
1.55843e-008,-0.7425
1.56229e-008,-0.6279
1.56615e-008,-0.4483
1.57000e-008,-0.2311
1.57386e-008,-0.0067
1.57772e-008,0.2026
1.58158e-008,0.3886
1.58543e-008,0.5423
1.58929e-008,0.6514
1.59315e-008,0.7291
1.59701e-008,0.7830
1.60086e-008,0.7979
1.60472e-008,0.7600
1.60858e-008,0.6550
1.61243e-008,0.4815
1.61629e-008,0.2650
1.62015e-008,0.0383
1.62401e-008,-0.1738
1.62786e-008,-0.3630
1.63172e-008,-0.5225
1.63558e-008,-0.6376
1.63944e-008,-0.7167
1.64329e-008,-0.7725
1.64715e-008,-0.7933
1.65101e-008,-0.7644
1.65487e-008,-0.6720
1.65873e-008,-0.5109
1.66258e-008,-0.3019
1.66644e-008,-0.0767
1.67030e-008,0.1387
1.67416e-008,0.3326
1.67801e-008,0.4982
1.68187e-008,0.6216
1.68573e-008,0.7071
1.68959e-008,0.7695
1.69344e-008,0.7985
1.69730e-008,0.7787
1.70116e-008,0.6963
1.70501e-008,0.5427
1.70887e-008,0.3362
1.71273e-008,0.1092
1.71659e-008,-0.1091
1.72044e-008,-0.3058
1.72430e-008,-0.4762
1.72816e-008,-0.6064
1.73202e-008,-0.6945
1.73588e-008,-0.7580
1.73973e-008,-0.7917
1.74359e-008,-0.7798
1.74745e-008,-0.7089
1.75131e-008,-0.5686
1.75516e-008,-0.3713
1.75902e-008,-0.1479
1.76288e-008,0.0728
1.76674e-008,0.2740
1.77059e-008,0.4496
1.77445e-008,0.5877
1.77831e-008,0.6829
1.78216e-008,0.7529
1.78602e-008,0.7943
1.78988e-008,0.7910
1.79374e-008,0.7302
1.79759e-008,0.5985
1.80145e-008,0.4054
1.80531e-008,0.1811
1.80917e-008,-0.0423
1.81302e-008,-0.2461
1.81688e-008,-0.4259
1.82074e-008,-0.5704
1.82460e-008,-0.6699
1.82846e-008,-0.7408
1.83231e-008,-0.7857
1.83617e-008,-0.7893
1.84003e-008,-0.7386
1.84389e-008,-0.6205
1.84774e-008,-0.4383
1.85160e-008,-0.2194
1.85546e-008,0.0048
1.85932e-008,0.2128
1.86317e-008,0.3973
1.86703e-008,0.5490
1.87089e-008,0.6557
1.87474e-008,0.7314
1.87860e-008,0.7838
1.88246e-008,0.7970
1.88632e-008,0.7563
1.89017e-008,0.6473
1.89403e-008,0.4707
1.89789e-008,0.2534
1.90175e-008,0.0273
1.90560e-008,-0.1840
1.90946e-008,-0.3721
1.91332e-008,-0.5296
1.91718e-008,-0.6425
1.92104e-008,-0.7211
1.92489e-008,-0.7757
1.92875e-008,-0.7936
1.93261e-008,-0.7614
1.93647e-008,-0.6656
1.94032e-008,-0.5015
1.94418e-008,-0.2907
1.94804e-008,-0.0650
1.95190e-008,0.1493
1.95575e-008,0.3418
1.95961e-008,0.5055
1.96347e-008,0.6265
1.96732e-008,0.7099
1.97118e-008,0.7708
1.97504e-008,0.7982
1.97890e-008,0.7759
1.98275e-008,0.6898
1.98661e-008,0.5327
1.99047e-008,0.3246
1.99433e-008,0.0979
1.99819e-008,-0.1197
2.00204e-008,-0.3153
2.00590e-008,-0.4841
2.00976e-008,-0.6118
2.01362e-008,-0.6990
2.01747e-008,-0.7618
2.02133e-008,-0.7930
2.02519e-008,-0.7779
2.02905e-008,-0.7036
2.03290e-008,-0.5601
2.03676e-008,-0.3606
2.04062e-008,-0.1361
2.04447e-008,0.0838
2.04833e-008,0.2836
2.05219e-008,0.4576
2.05605e-008,0.5933
2.05990e-008,0.6863
2.06376e-008,0.7546
2.06762e-008,0.7946
2.07148e-008,0.7892
2.07533e-008,0.7249
2.07919e-008,0.5895
2.08305e-008,0.3941
2.08691e-008,0.1696
2.09077e-008,-0.0531
2.09462e-008,-0.2560
2.09848e-008,-0.4344
2.10234e-008,-0.5767
2.10620e-008,-0.6736
2.11005e-008,-0.7427
2.11391e-008,-0.7862
2.11777e-008,-0.7879
2.12163e-008,-0.7340
2.12548e-008,-0.6121
2.12934e-008,-0.4273
2.13320e-008,-0.2080
2.13705e-008,0.0156
2.14091e-008,0.2228
2.14477e-008,0.4060
2.14863e-008,0.5556
2.15248e-008,0.6604
2.15634e-008,0.7358
2.16020e-008,0.7866
2.16406e-008,0.7967
2.16791e-008,0.7526
2.17177e-008,0.6401
2.17563e-008,0.4607
2.17949e-008,0.2417
2.18335e-008,0.0156
2.18720e-008,-0.1943
2.19106e-008,-0.3810
2.19492e-008,-0.5365
2.19878e-008,-0.6469
2.20263e-008,-0.7234
2.20649e-008,-0.7765
2.21035e-008,-0.7928
2.21420e-008,-0.7580
2.21806e-008,-0.6585
2.22192e-008,-0.4912
2.22578e-008,-0.2791
2.22963e-008,-0.0539
2.23349e-008,0.1596
2.23735e-008,0.3510
2.24121e-008,0.5129
2.24506e-008,0.6317
2.24892e-008,0.7145
2.25278e-008,0.7744
2.25664e-008,0.7989
2.26050e-008,0.7734
2.26435e-008,0.6838
2.26821e-008,0.5234
2.27207e-008,0.3132
2.27593e-008,0.0861
2.27978e-008,-0.1303
2.28364e-008,-0.3246
2.28750e-008,-0.4917
2.29136e-008,-0.6170
2.29521e-008,-0.7020
2.29907e-008,-0.7631
2.30293e-008,-0.7928
2.30678e-008,-0.7755
2.31064e-008,-0.6978
2.31450e-008,-0.5505
2.31836e-008,-0.3491
2.32221e-008,-0.1248
2.32607e-008,0.0943
2.32993e-008,0.2932
2.33379e-008,0.4658
2.33764e-008,0.5992
2.34150e-008,0.6911
2.34536e-008,0.7586
2.34922e-008,0.7962
2.35308e-008,0.7877
2.35693e-008,0.7200
2.36079e-008,0.5811
2.36465e-008,0.3833
2.36851e-008,0.1577
2.37236e-008,-0.0643
2.37622e-008,-0.2657
2.38008e-008,-0.4426
2.38394e-008,-0.5826
2.38779e-008,-0.6781
2.39165e-008,-0.7467
2.39551e-008,-0.7882
2.39936e-008,-0.7868
2.40322e-008,-0.7298
2.40708e-008,-0.6044
2.41094e-008,-0.4170
2.41479e-008,-0.1963
2.41865e-008,0.0270
2.42251e-008,0.2329
2.42637e-008,0.4146
2.43023e-008,0.5621
2.43408e-008,0.6645
2.43794e-008,0.7379
2.44180e-008,0.7873
2.44566e-008,0.7956
2.44951e-008,0.7484
2.45337e-008,0.6320
2.45723e-008,0.4497
2.46109e-008,0.2301
2.46494e-008,0.0047
2.46880e-008,-0.2044
2.47266e-008,-0.3899
2.47651e-008,-0.5434
2.48037e-008,-0.6517
2.48423e-008,-0.7278
2.48809e-008,-0.7795
2.49194e-008,-0.7927
2.49580e-008,-0.7547
2.49966e-008,-0.6518
2.50352e-008,-0.4815
2.50737e-008,-0.2677
2.51123e-008,-0.0423
2.51509e-008,0.1701
2.51895e-008,0.3600
2.52281e-008,0.5200
2.52666e-008,0.6363
2.53052e-008,0.7171
2.53438e-008,0.7755
2.53824e-008,0.7984
2.54209e-008,0.7703
2.54595e-008,0.6769
2.54981e-008,0.5131
2.55367e-008,0.3017
2.55752e-008,0.0748
2.56138e-008,-0.1408
2.56524e-008,-0.3340
2.56909e-008,-0.4994
2.57295e-008,-0.6222
2.57681e-008,-0.7065
2.58067e-008,-0.7667
2.58452e-008,-0.7937
2.58838e-008,-0.7732
2.59224e-008,-0.6922
2.59610e-008,-0.5417
2.59995e-008,-0.3382
2.60381e-008,-0.1130
2.60767e-008,0.1052
2.61153e-008,0.3027
2.61539e-008,0.4736
2.61924e-008,0.6046
2.62310e-008,0.6942
2.62696e-008,0.7602
2.63082e-008,0.7963
2.63467e-008,0.7856
2.63853e-008,0.7144
2.64239e-008,0.5717
2.64625e-008,0.3718
2.65010e-008,0.1463
2.65396e-008,-0.0750
2.65782e-008,-0.2755
2.66167e-008,-0.4510
2.66553e-008,-0.5886
2.66939e-008,-0.6828
2.67325e-008,-0.7508
2.67710e-008,-0.7900
2.68096e-008,-0.7856
2.68482e-008,-0.7253
2.68868e-008,-0.5965
2.69254e-008,-0.4066
2.69639e-008,-0.1846
2.70025e-008,0.0383
2.70411e-008,0.2428
2.70797e-008,0.4230
2.71182e-008,0.5683
2.71568e-008,0.6691
2.71954e-008,0.7422
2.72340e-008,0.7896
2.72725e-008,0.7949
2.73111e-008,0.7445
2.73497e-008,0.6245
2.73882e-008,0.4396
2.74268e-008,0.2183
2.74654e-008,-0.0070
2.75040e-008,-0.2145
2.75425e-008,-0.3987
2.75811e-008,-0.5501
2.76197e-008,-0.6560
2.76583e-008,-0.7300
2.76968e-008,-0.7801
2.77354e-008,-0.7918
2.77740e-008,-0.7510
2.78126e-008,-0.6443
2.78512e-008,-0.4710
2.78897e-008,-0.2562
2.79283e-008,-0.0313
2.79669e-008,0.1803
2.80055e-008,0.3691
2.80440e-008,0.5272
2.80826e-008,0.6413
2.81212e-008,0.7217
2.81598e-008,0.7788
2.81983e-008,0.7987
2.82369e-008,0.7674
2.82755e-008,0.6704
2.83140e-008,0.5036
2.83526e-008,0.2902
2.83912e-008,0.0631
2.84298e-008,-0.1513
2.84683e-008,-0.3432
2.85069e-008,-0.5067
2.85455e-008,-0.6271
2.85841e-008,-0.7092
2.86226e-008,-0.7678
2.86612e-008,-0.7933
2.86998e-008,-0.7705
2.87384e-008,-0.6859
2.87770e-008,-0.5319
2.88155e-008,-0.3267
2.88541e-008,-0.1017
2.88927e-008,0.1157
2.89313e-008,0.3122
2.89698e-008,0.4815
2.90084e-008,0.6101
2.90470e-008,0.6989
2.90855e-008,0.7641
2.91241e-008,0.7976
2.91627e-008,0.7838
2.92013e-008,0.7091
2.92398e-008,0.5631
2.92784e-008,0.3608
2.93170e-008,0.1344
2.93556e-008,-0.0859
2.93941e-008,-0.2850
2.94327e-008,-0.4590
2.94713e-008,-0.5943
2.95099e-008,-0.6862
2.95485e-008,-0.7524
2.95870e-008,-0.7902
2.96256e-008,-0.7838
2.96642e-008,-0.7202
2.97028e-008,-0.5877
2.97413e-008,-0.3954
2.97799e-008,-0.1731
2.98185e-008,0.0490
2.98570e-008,0.2527
2.98956e-008,0.4316
2.99342e-008,0.5746
2.99728e-008,0.6729
3.00113e-008,0.7442
3.00499e-008,0.7903
3.00885e-008,0.7935
3.01271e-008,0.7399
3.01657e-008,0.6159
3.02042e-008,0.4284
3.02428e-008,0.2068
3.02814e-008,-0.0177
3.03199e-008,-0.2245
3.03585e-008,-0.4074
3.03971e-008,-0.5567
3.04357e-008,-0.6606
3.04743e-008,-0.7343
3.05128e-008,-0.7828
3.05514e-008,-0.7914
3.05900e-008,-0.7474
3.06285e-008,-0.6372
3.06671e-008,-0.4611
3.07057e-008,-0.2447
3.07443e-008,-0.0197
3.07829e-008,0.1906
3.08214e-008,0.3780
3.08600e-008,0.5341
3.08986e-008,0.6457
3.09372e-008,0.7242
3.09757e-008,0.7798
3.10143e-008,0.7981
3.10529e-008,0.7640
3.10914e-008,0.6632
3.11300e-008,0.4931
3.11686e-008,0.2786
3.12072e-008,0.0519
3.12458e-008,-0.1617
3.12843e-008,-0.3525
3.13229e-008,-0.5141
3.13615e-008,-0.6322
3.14000e-008,-0.7137
3.14386e-008,-0.7713
3.14772e-008,-0.7939
3.15158e-008,-0.7679
3.15544e-008,-0.6799
3.15929e-008,-0.5228
3.16315e-008,-0.3156
3.16701e-008,-0.0900
3.17087e-008,0.1264
3.17472e-008,0.3215
3.17858e-008,0.4891
3.18244e-008,0.6153
3.18629e-008,0.7019
3.19015e-008,0.7656
3.19401e-008,0.7975
3.19787e-008,0.7813
3.20173e-008,0.7031
3.20558e-008,0.5533
3.20944e-008,0.3493
3.21330e-008,0.1230
3.21715e-008,-0.0965
3.22101e-008,-0.2947
3.22487e-008,-0.4671
3.22873e-008,-0.6000
3.23259e-008,-0.6908
3.23644e-008,-0.7563
3.24030e-008,-0.7917
3.24416e-008,-0.7823
3.24801e-008,-0.7154
3.25187e-008,-0.5795
3.25573e-008,-0.3848
3.25959e-008,-0.1614
3.26344e-008,0.0602
3.26730e-008,0.2624
3.27116e-008,0.4398
3.27502e-008,0.5805
3.27888e-008,0.6775
3.28273e-008,0.7484
3.28659e-008,0.7923
3.29045e-008,0.7925
3.29430e-008,0.7356
3.29816e-008,0.6081
3.30202e-008,0.4180
3.30588e-008,0.1949
3.30974e-008,-0.0292
3.31359e-008,-0.2345
3.31745e-008,-0.4160
3.32131e-008,-0.5631
3.32516e-008,-0.6646
3.32902e-008,-0.7363
3.33288e-008,-0.7833
3.33674e-008,-0.7902
3.34060e-008,-0.7433
3.34445e-008,-0.6293
3.34831e-008,-0.4503
3.35217e-008,-0.2332
3.35603e-008,-0.0088
3.35988e-008,0.2008
3.36374e-008,0.3870
3.36760e-008,0.5411
3.37145e-008,0.6507
3.37531e-008,0.7287
3.37917e-008,0.7828
3.38303e-008,0.7981
3.38689e-008,0.7607
3.39074e-008,0.6563
3.39460e-008,0.4833
3.39846e-008,0.2670
3.40231e-008,0.0402
3.40617e-008,-0.1720
3.41003e-008,-0.3614
3.41389e-008,-0.5213
3.41775e-008,-0.6368
3.42160e-008,-0.7162
3.42546e-008,-0.7723
3.42932e-008,-0.7934
3.43318e-008,-0.7649
3.43703e-008,-0.6732
3.44089e-008,-0.5127
3.44475e-008,-0.3040
3.44860e-008,-0.0788
3.45246e-008,0.1368
3.45632e-008,0.3309
3.46018e-008,0.4968
3.46404e-008,0.6207
3.46789e-008,0.7066
3.47175e-008,0.7693
3.47561e-008,0.7985
3.47946e-008,0.7792
3.48332e-008,0.6974
3.48718e-008,0.5444
3.49104e-008,0.3381
3.49490e-008,0.1111
3.49875e-008,-0.1074
3.50261e-008,-0.3042
3.50647e-008,-0.4749
3.51032e-008,-0.6054
3.51418e-008,-0.6939
3.51804e-008,-0.7577
3.52190e-008,-0.7917
3.52575e-008,-0.7802
3.52961e-008,-0.7099
3.53347e-008,-0.5703
3.53733e-008,-0.3734
3.54119e-008,-0.1499
3.54504e-008,0.0708
3.54890e-008,0.2722
3.55276e-008,0.4481
3.55661e-008,0.5866
3.56047e-008,0.6811
3.56433e-008,0.7502
3.56819e-008,0.7928
3.57205e-008,0.7909
3.57590e-008,0.7306
3.57976e-008,0.5992
3.58362e-008,0.4067
3.58747e-008,0.1835
3.59133e-008,-0.0399
3.59519e-008,-0.2444
3.59905e-008,-0.4245
3.60290e-008,-0.5694
3.60676e-008,-0.6692
3.61062e-008,-0.7405
3.61448e-008,-0.7858
3.61834e-008,-0.7895
3.62219e-008,-0.7393
3.62605e-008,-0.6219
3.62991e-008,-0.4403
3.63376e-008,-0.2216
3.63762e-008,0.0028
3.64148e-008,0.2110
3.64534e-008,0.3956
3.64920e-008,0.5477
3.65305e-008,0.6548
3.65691e-008,0.7309
3.66077e-008,0.7837
3.66462e-008,0.7972
3.66848e-008,0.7569
3.67234e-008,0.6487
3.67620e-008,0.4726
3.68006e-008,0.2554
3.68391e-008,0.0291
3.68777e-008,-0.1823
3.69163e-008,-0.3706
3.69549e-008,-0.5284
3.69934e-008,-0.6417
3.70320e-008,-0.7207
3.70706e-008,-0.7755
3.71091e-008,-0.7936
3.71477e-008,-0.7620
3.71863e-008,-0.6669
3.72249e-008,-0.5034
3.72635e-008,-0.2928
3.73020e-008,-0.0671
3.73406e-008,0.1475
3.73792e-008,0.3401
3.74177e-008,0.5041
3.74563e-008,0.6256
3.74949e-008,0.7094
3.75335e-008,0.7706
3.75721e-008,0.7983
3.76106e-008,0.7764
3.76492e-008,0.6910
3.76878e-008,0.5344
3.77263e-008,0.3266
3.77649e-008,0.0998
3.78035e-008,-0.1179
3.78421e-008,-0.3137
3.78806e-008,-0.4828
3.79192e-008,-0.6109
3.79578e-008,-0.6985
3.79964e-008,-0.7616
3.80350e-008,-0.7930
3.80735e-008,-0.7783
3.81121e-008,-0.7047
3.81507e-008,-0.5618
3.81892e-008,-0.3626
3.82278e-008,-0.1382
3.82664e-008,0.0819
3.83050e-008,0.2818
3.83436e-008,0.4562
3.83821e-008,0.5923
3.84207e-008,0.6857
3.84593e-008,0.7543
3.84978e-008,0.7945
3.85364e-008,0.7895
3.85750e-008,0.7259
3.86136e-008,0.5911
3.86521e-008,0.3961
3.86907e-008,0.1716
3.87293e-008,-0.0513
3.87679e-008,-0.2543
3.88065e-008,-0.4329
3.88450e-008,-0.5756
3.88836e-008,-0.6730
3.89222e-008,-0.7424
3.89607e-008,-0.7861
3.89993e-008,-0.7881
3.90379e-008,-0.7349
3.90765e-008,-0.6137
3.91151e-008,-0.4293
3.91536e-008,-0.2101
3.91922e-008,0.0136
3.92308e-008,0.2210
3.92693e-008,0.4044
3.93079e-008,0.5544
3.93465e-008,0.6597
3.93851e-008,0.7354
3.94237e-008,0.7865
3.94622e-008,0.7969
3.95008e-008,0.7533
3.95394e-008,0.6415
3.95780e-008,0.4626
3.96165e-008,0.2437
3.96551e-008,0.0175
3.96937e-008,-0.1925
3.97322e-008,-0.3794
